		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Bacteroidota	S73C702-Lasker2021	-1.057901069	-0.942544873	-6.258351596	-6.563020557	-0.51091986	-0.425439983	-5.835822066	-6.009926118	-1.23107151	-1.275606012	-8.818455594	-8.252503402	-0.858341684	-0.866678808	-6.165279127	-5.696967738	-0.778502255	-0.760084649	-6.390056966	-6.278891772	-2.006129141	-1.744624039	-6.884737629	-7.203963059	-1.11557726	-1.042080593	-4.723996854	-5.58254084	-0.66006614	-0.659132977	-7.193776691	-7.317542991	-0.645759598	-0.725398258	-5.452658531	-5.594825878	-0.793715484	-0.773648505	-3.635000811	-3.847807146	-1.605213841	-1.631453532	-5.130414596	-5.298254968	-0.577267375	-8.315201165	-8.330644996	-0.50492639	-6.037157385	-0.393339757	-3.245399308	-0.752345806	-4.455319309	-1.139792094	-7.330831506	-0.684167021	-0.804425615	-3.171236775	-3.398131865	-6.404076876	-5.698873205
Bacteroidota	S74C16-Lasker2021	-8.900117073	-9.056996303	-5.686771682	-5.809336842	-8.726063467	-8.586981308	-4.994270924	-5.335808041	-20.72326584	-12.25711018	-13.8886066	-11.74828597	-11.69395753	-11.90350682	-8.584807638	-8.224452087	-11.01291501	-11.18067305	-8.558981225	-8.413328479	-11.73635131	-13.92182097	-8.245760935	-8.484287085	-7.643159275	-7.636497638	-8.184322719	-8.517599124	-7.099449789	-7.094407524	-4.018103058	-4.229307539	-7.749345161	-7.409490562	-2.641180518	-2.655620084	-6.677405833	-6.957940272	-2.809359368	-2.666571688	-3.899357503	-3.606314073	-2.851367964	-2.64243704	-7.140662844	-6.275419653	-6.152754679	-7.339918224	-2.629317383	-5.223715142	-4.678461891	-9.268146619	-4.575120679	-10.54062441	-4.97709592	-5.985663168	-5.834555162	-4.375785193	-4.295747182	-8.902860893	-8.270006292
Proteobacteria	S74C217-Lasker2021	-5.429452319	-5.189577497	-3.847846581	-3.828519846	-5.524024351	-5.468625945	-7.480036714	-8.296434	-7.844516994	-7.846876505	-6.518729289	-6.375221844	-8.610345202	-8.276513501	-5.50283776	-5.497395087	-8.735307224	-8.702099506	-6.999016328	-6.552098113	-9.493796719	-10.61021201	-5.443086986	-5.561461869	-5.138852035	-5.034430308	-5.308521694	-5.501198837	-5.631557464	-5.587721935	-5.600253102	-6.208694518	-6.558481194	-6.341090735	-3.639431183	-3.517462301	-5.631327962	-6.005271749	-5.875412716	-6.182346496	-3.597052023	-3.544534395	-2.907775958	-3.442664553	-5.182883399	-9.910489006	-9.256259292	-5.697131541	-3.644264279	-8.181132897	-7.6522894	-7.400703494	-6.766043152	-10.88372296	-5.165325349	-4.120515165	-4.21095573	-6.553342652	-6.575075295	-5.294298852	-5.406025836
Proteobacteria	S74C294-Lasker2021	-7.029263187	-6.903493473	-2.535249108	-2.347401921	-6.448330408	-6.412693068	-6.972954178	-7.553334642	-9.356335978	-9.369241196	-4.648177274	-4.546147741	-9.601937931	-9.428127544	-4.574653639	-4.47893973	-9.726112979	-9.888847345	-5.960528829	-5.423733888	-10.07484845	-10.25425845	-4.532215958	-4.490156849	-5.758712204	-5.758347536	-4.871309969	-4.828534387	-7.128139391	-7.114331086	-4.423788154	-5.267863334	-7.912004163	-7.638893818	-4.604683604	-4.526381279	-7.457656506	-7.823328069	-7.790451915	-7.986816443	-4.879837782	-4.808480106	-4.871551016	-5.550119762	-7.197049851	-8.071872892	-8.271743874	-7.863079138	-5.56132894	-6.966272349	-6.265376741	-8.667776342	-5.417909247	-10.42881259	-3.725238049	-6.17578862	-5.698489935	-5.905351807	-6.013641447	-4.31947957	-4.434052492
Proteobacteria	S74C408-Lasker2021	-3.967092315	-3.719958483	0.140286501	0.148764774	-3.720350679	-3.684022269	-3.005351834	-3.517688244	-6.01971465	-5.980097596	-2.465967854	-2.44950358	-6.386032149	-6.386720724	-1.286313647	-1.243114194	-6.675726756	-6.630913021	-2.440001038	-1.933229137	-7.348236239	-8.565189716	-1.515112258	-1.467389451	-2.668006015	-2.543267289	-1.668621034	-1.723158773	-3.53493395	-3.452560426	-1.859256661	-2.136933283	-4.425036938	-4.22204776	-1.541956752	-1.485594695	-3.982176407	-4.096942434	-3.403804126	-3.614345207	-1.801472765	-1.835145742	-1.003423113	-1.209115133	-3.430741493	-5.690292229	-5.544286015	-3.947499158	-1.575203258	-4.380758719	-3.774269121	-5.627870762	-3.102504941	-7.839018796	-1.119259479	-2.440103497	-2.474726512	-3.650474651	-3.893923691	-1.08060141	-1.183603145
Thermoplasmatota	S74C541-Lasker2021	-6.404314819	-6.365286871	-1.505058073	-1.631925928	-6.635586848	-6.506087773	-4.234118278	-6.112185905	-9.239101126	-9.178803954	-6.928263441	-6.80504049	-8.498688465	-8.050116874	-2.342021995	-2.289871248	-8.077129768	-8.308031817	-3.422872877	-2.800193648	-8.239611456	-9.567852523	-4.086172782	-4.231954271	-2.844810556	-2.767737293	-2.717208041	-2.880039973	-4.414566355	-4.40391746	-2.226989651	-2.980548513	-5.19443278	-5.125079828	-2.758133055	-2.831495957	-4.921969823	-5.31910208	-5.841430466	-6.294090092	-2.064090289	-1.976515195	-2.651805364	-3.473595509	-5.003282582	-5.88013697	-5.8391354	-5.369569789	-3.43439945	-5.163423148	-4.582932584	-7.284316071	-4.538396508	-7.289330008	-1.004253823	-3.569591596	-3.400382234	-5.740618362	-5.838273528	-2.047238464	-2.190546874
Bacteroidota	S74C700-Lasker2021	-9.162476732	-9.15261312	-3.98990855	-3.98166825	-8.041234672	-7.825782693	-5.043105388	-5.345427905	-11.11749911	-10.94261456	-7.564176972	-7.765213983	-9.924850831	-10.24557017	-3.544923121	-3.435639117	-9.800716547	-10.06966382	-3.420351608	-2.949835797	-9.996722108	-12.29230396	-3.648860444	-3.567588587	-5.594680558	-5.551120651	-4.140857406	-4.112076386	-5.89492022	-5.92552165	-2.573944429	-2.854473522	-6.664309304	-6.64606324	-3.847059856	-3.828292475	-6.818077934	-7.06041334	-5.123304117	-5.197917525	-4.500037406	-4.231878055	-4.560194096	-4.597640009	-6.625157032	-4.953902797	-4.543277662	-7.028988434	-5.040599882	-4.699789155	-4.045565198	-9.114795765	-4.346150354	-9.193010309	-2.471856818	-5.42565577	-5.180884188	-3.809867174	-4.064851335	-3.502868545	-3.415548011
Proteobacteria	S75C156-Lasker2021	-9.344018975	-9.273430343	-5.649617637	-5.503574021	-9.179591269	-9.024997966	-6.688405716	-6.526119583	-10.43540376	-10.55815957	-9.230665434	-9.120183173	-11.55162097	-10.93028714	-6.516067916	-6.522065351	-11.08423666	-11.11362478	-7.100937888	-6.676928916	-12.37764063	-12.96457771	-7.513430464	-7.387284614	-7.771689286	-7.594584858	-6.567883684	-6.592886001	-7.662743906	-7.625317414	-5.503882331	-6.069962751	-8.38163564	-8.269117134	-4.675934984	-4.563675234	-7.399940797	-7.670423185	-5.328307138	-5.353846081	-4.918598657	-4.796595618	-4.440724539	-4.587233416	-7.30971155	-8.275933022	-7.925102248	-7.589781527	-4.895570523	-7.082861283	-6.641230374	-9.824671012	-6.078893902	-10.71592889	-4.650234552	-5.985485577	-5.826283554	-5.989683933	-6.070399232	-6.668597129	-6.462163138
None	S76C13-Lasker2021	-6.332790182	-6.140294169	-7.828708865	-8.000603552	-4.487425373	-4.525671811	-10.8430094	-10.97816019	-6.826067464	-6.82707007	-13.29544989	-12.46463319	-6.310397068	-6.279677801	-8.435379453	-8.347271783	-6.105770734	-6.107931399	-11.52734807	-10.2713182	-7.93728918	-7.977529064	-8.133915071	-8.700512005	-4.194494477	-4.104409383	-6.388099179	-6.774053313	-3.877677329	-3.893273874	-11.81932971	-11.65687563	-4.086909451	-4.048703007	-7.306058644	-7.355193747	-4.424602416	-4.439008838	-7.297673464	-7.506641739	-4.100840556	-3.966537957	-6.957598362	-7.619978801	-3.777501291	-10.77640668	-10.33414377	-4.151727752	-8.377272392	-6.533653223	-6.569486799	-5.477245009	-8.51143704	-4.721093065	-7.00447044	-3.962578625	-4.002288581	-8.179260843	-8.207817083	-8.765393944	-8.058409964
Proteobacteria	S77C156-Lasker2021	-9.889616936	-9.290066605	-5.924047797	-5.763731161	-9.15187171	-8.642047369	-6.677362944	-6.617820296	-11.61775879	-12.09608274	-8.901327429	-8.941935772	-11.24179474	-11.89679285	-6.479159297	-6.391477684	-11.38286223	-11.40702609	-7.148609365	-6.807551094	-13.30484879	-13.30032338	-7.432152583	-7.324222539	-7.607088474	-7.464433062	-6.472279173	-6.559081429	-8.098155279	-8.172545784	-5.80819787	-6.364449842	-9.109726554	-8.548653002	-4.746444276	-4.640447373	-7.97788898	-8.20715587	-5.286698626	-5.326685772	-5.273465625	-5.15151902	-4.429590052	-4.5790012	-7.904645624	-8.210366576	-7.813456281	-8.108836468	-4.861775683	-7.171778248	-6.694472021	-10.2340145	-6.217382945	-11.90787421	-4.907152231	-6.644080259	-6.274359111	-5.95593649	-5.992285764	-6.486630493	-6.397310888
Cyanobacteria	S78C1026-Flyer2018	-6.337715779	-6.211988134	-1.656853834	-1.281084613	-5.675024828	-5.719911613	-2.463119628	-2.400069848	-6.230252334	-6.140540127	-1.336661729	-1.364235962	-6.223472522	-6.127958816	-0.870750555	-0.924385	-6.003428713	-5.952298528	-1.534032335	-1.380431338	-5.419048428	-5.48090936	-0.410295755	-0.195999311	-5.698767172	-5.520251225	-0.999961157	-0.925651656	-7.070609382	-7.058483708	-3.770725417	-4.259061529	-7.565622385	-7.511295055	-4.900863664	-5.175268221	-7.219767476	-7.269227239	-4.579482946	-4.35491424	-6.695563318	-6.415425921	-5.246018546	-4.830608744	-7.052179267	-5.915454032	-5.402758083	-7.773587763	-5.779518753	-6.268647053	-6.171899101	-7.796696857	-6.349475698	-7.269045859	-2.182392385	-6.783443204	-6.722004608	-5.805185	-5.853902518	-1.272729629	-0.947933111
Proteobacteria	S78C156-Lasker2021	-9.345349256	-9.331782168	-6.106871134	-5.949330313	-9.171844768	-9.542704658	-6.824009344	-6.739966311	-12.34985872	-11.66174757	-9.027578162	-9.026371381	-10.68794662	-12.1550963	-6.550130067	-6.546349065	-11.33572542	-13.81070602	-7.296960351	-6.932923252	-12.44802225	-11.03511247	-7.56366236	-7.376672842	-7.739957468	-7.682348118	-6.670524697	-6.78608098	-8.094395072	-8.26182062	-5.976817658	-6.540426677	-9.198856267	-8.640094258	-4.829534357	-4.693784702	-8.029904439	-8.28707204	-5.43958784	-5.448835094	-5.302439129	-5.124815758	-4.513789717	-4.676678433	-8.027671779	-8.508152284	-8.365957069	-8.294512147	-5.011152203	-7.296530688	-7.023165951	-10.63195439	-6.274790309	-11.52266494	-5.019546537	-6.625711321	-6.298904854	-6.142890084	-6.134739621	-6.625159746	-6.567227136
Proteobacteria	S79C13816-Flyer2018	-10.81376659	-11.78708099	-12.0721055	-12.22189659	-11.54837577	-11.82225051	-11.97260173	-12.07175476	-13.09337814	-11.97856041	-13.13973627	-12.67862262	-12.20847894	-13.32137588	-11.76146144	-11.68768739	-13.35464386	-13.2462474	-10.79642379	-11.60888674	-13.41075624	-12.72575857	-11.64017594	-11.92870216	-12.01730385	-11.74023418	-12.04077416	-12.25386271	-13.21268324	-13.18306309	-11.13847807	-10.6717678	-13.26048747	-12.85187566	-11.6967188	-11.6637015	-12.75834542	-13.31679005	-12.53277894	-12.80568395	-11.77463379	-11.9003604	-11.26519405	-11.54402426	-13.28640311	-10.39541831	-9.871889666	-12.96958178	-12.02970052	-11.24930749	-10.58150973	-13.10101156	-10.76324295	-14.04247835	-11.18640884	-13.10669354	-12.65877286	-11.57596612	-11.38414156	-12.04129984	-11.95567135
Proteobacteria	S79C156-Lasker2021	-9.738033794	-9.680616198	-6.007082596	-5.903757379	-9.173686653	-9.20900081	-6.907756479	-6.860095849	-11.16608955	-12.28052259	-8.887406872	-8.913828671	-11.54333302	-12.06576244	-6.493714249	-6.443167414	-10.99837758	-11.98028763	-7.220457768	-6.946964658	-13.01354157	-12.94725557	-7.457209229	-7.240167347	-7.714403576	-7.526114611	-6.51918692	-6.681512774	-8.196369543	-8.057244822	-5.935683524	-6.532166593	-9.170428552	-8.544250871	-4.769869962	-4.685016855	-8.035289246	-8.221523493	-5.362682889	-5.424551926	-5.25896447	-5.089209715	-4.461665084	-4.622279926	-7.849952454	-8.478076041	-8.41192818	-8.093568373	-4.984030808	-7.337952367	-6.981681944	-10.05808227	-6.235079158	-11.31637668	-5.009839061	-6.53520924	-6.216481753	-6.111587448	-6.098801014	-6.382301037	-6.438653369
Bacteroidota	S79C509-Lasker2021	-9.141623032	-8.539461398	-2.375497231	-2.330947006	-8.409762221	-8.346302974	-5.929609736	-6.535120297	-10.65213645	-10.14252837	-2.334918003	-2.491886661	-9.736767401	-8.890186124	-2.646687391	-2.545813361	-9.910163245	-9.628781227	-3.344287812	-2.91909108	-8.868547458	-10.00492143	-2.436258359	-2.369484468	-6.692951608	-6.641779237	-2.209572997	-2.140119611	-6.978452137	-6.852154172	-3.1541302	-3.293835902	-7.74440777	-7.544828354	-3.87467255	-3.833890244	-7.623274948	-7.715319372	-5.016870945	-5.082439507	-4.697463013	-4.687742014	-3.83695584	-3.627602697	-7.187214188	-6.554301267	-6.220120212	-7.720658856	-4.218860613	-5.650281367	-4.873399562	-9.261830317	-4.492997079	-9.756922232	-2.950089801	-6.00245027	-5.581354696	-4.814513648	-5.023570241	-2.588560343	-2.551326863
Planctomycetota	S79C9-Lasker2021	-7.673151914	-7.83748496	-7.146364434	-7.257016274	-7.660463862	-7.654015514	-8.409524018	-8.378914218	-9.079007507	-9.240145412	-7.488640843	-7.127992757	-9.213920774	-9.513823208	-9.411482734	-9.384009351	-8.91825354	-8.96008972	-10.72523745	-9.868106065	-8.487211954	-8.286934374	-7.740460157	-7.634401292	-7.977805301	-7.846462238	-7.711774089	-7.815924902	-5.547336959	-5.633999915	-6.088008223	-6.62543953	-6.167830052	-6.017459384	-3.512774178	-3.570104342	-5.235126703	-5.440204785	-2.854132473	-2.623806424	-3.417946803	-3.169164942	-3.430732161	-3.342758969	-5.565702032	-6.367551374	-6.019719258	-5.27957589	-2.620670966	-5.772784575	-5.110678754	-7.175409429	-4.779913411	-7.758034887	-6.262707551	-4.13901238	-4.27458503	-4.321574602	-4.307200463	-9.49377043	-9.292383855
Bacteroidota	S7C1457-Lasker2018	-3.862517621	-3.758834989	-4.173089308	-4.164725139	-3.898373781	-3.79958771	-1.143701591	-1.019599518	-7.199124675	-7.343044023	-9.183000778	-10.2067224	-5.013482694	-4.969469623	-3.899043702	-3.770368594	-4.869825748	-4.889250393	-2.812318996	-2.778954203	-5.744677284	-5.553666546	-5.909919289	-5.856712839	-3.394949113	-3.399596134	-4.01159061	-4.213106544	-6.794166895	-7.0533035	-2.832515541	-2.679240743	-7.258005193	-7.412712986	-5.044924223	-5.035686891	-6.859473911	-7.049941433	-5.388616214	-5.348303095	-6.103424301	-6.019002459	-5.51402667	-4.978155713	-7.432722678	-3.512568056	-3.509794429	-6.582750327	-5.018834859	-4.038523402	-3.01336439	-6.626224789	-4.331035542	-6.31843346	-3.088818406	-5.269025843	-5.150977082	-4.039290174	-4.148775743	-4.159485505	-3.886899803
Bacteroidota	S7C350-Lasker2018	-4.482710901	-4.185162075	-0.606688531	-0.573867255	-3.364959642	-3.268172509	0.037490757	-0.079480098	-4.613987646	-4.641095335	-2.148717102	-2.246629226	-5.552020285	-5.522254308	-0.175270545	-0.020487032	-5.550672476	-5.608174594	0.27007332	0.560762217	-6.573390046	-7.022387421	-0.561237726	-0.509727559	-1.513219232	-1.479551613	-0.243820987	-0.363200689	-2.114310905	-2.132116497	-0.490034856	-0.383736835	-2.828324256	-2.869476416	-1.592426525	-1.648187311	-3.244865628	-3.325495355	-1.50217396	-1.530923722	-1.851842516	-1.786021934	-1.842399118	-1.520409371	-2.445132079	-2.44466998	-2.064177504	-3.145526599	-1.616385285	-2.752377849	-2.224557944	-4.728641381	-2.634640723	-7.389843554	-0.255163769	-1.895592346	-1.949809966	-1.862124397	-2.012775528	-0.264990549	-0.031567449
Proteobacteria	S80C123-Lasker2021	-8.497107957	-8.288549593	-6.836179825	-7.042979532	-7.982021103	-7.754903417	-2.75844094	-2.511588575	-20.72326584	-10.6166959	-13.9370982	-20.72326584	-12.13170175	-10.83432447	-6.1871948	-6.011148736	-12.14408763	-11.40281678	-7.411120468	-7.442216707	-13.66433539	-13.5834481	-9.383042385	-10.23187829	-7.918195632	-7.755081183	-6.584698703	-6.695480095	-4.528827484	-4.586748021	-5.774564768	-6.02603976	-5.122977005	-5.143863533	-5.847240748	-6.10612291	-6.277545236	-6.373240707	-5.477509704	-5.446941745	-6.022509163	-5.829353521	-6.269074422	-5.913092132	-5.937620319	-6.515632857	-6.186039349	-6.204972669	-6.092027877	-6.010489581	-4.939056698	-7.913643994	-5.701772736	-20.72326584	-6.491185919	-5.22565122	-5.261104764	-5.416809954	-5.439487874	-6.355335089	-6.118181724
Bacteroidota	S80C257-Lasker2021	-11.48048078	-12.32453333	-8.410140768	-8.649692545	-11.48363966	-10.98141143	-8.002101032	-8.429267116	-13.90226001	-13.37589488	-8.989598502	-8.847825215	-12.26873404	-12.27431279	-4.700300102	-4.703105117	-12.87030375	-12.25175066	-5.357781212	-4.82859859	-14.23179762	-14.40407378	-7.14388643	-6.981349506	-8.672422753	-8.47489448	-5.556452805	-5.527557967	-8.220248326	-8.514717808	-6.456620044	-7.305074406	-9.057635852	-9.103258838	-6.570636037	-6.630683169	-9.663802529	-9.455331605	-6.891101722	-6.934795698	-7.572295256	-7.314543011	-7.139903678	-6.913129092	-9.121926279	-8.967317883	-9.044699543	-9.919095627	-6.761297543	-8.097610047	-7.020679326	-11.8952946	-6.53101878	-11.19355957	-6.538443221	-8.168582673	-7.358587382	-5.013630199	-5.092403151	-4.823065906	-4.670008912
Bacteroidota	S80C462-Lasker2021	-7.248211363	-7.15296603	-1.741770532	-1.790737206	-8.124970613	-7.942188817	-4.738738494	-5.39100804	-11.47942091	-10.02342874	-6.863644714	-6.935041279	-10.22552242	-9.938988458	-6.329096648	-6.263992216	-10.71954244	-11.10983999	-6.890709979	-6.502129917	-12.20009813	-12.74021159	-6.983664722	-7.212131324	-7.316420392	-7.115070143	-6.40624947	-6.3686563	-5.759507945	-5.720296778	-1.498984244	-1.570772685	-6.561717297	-6.453890178	-2.520342414	-2.495879702	-6.554490052	-6.644474127	-4.253518879	-4.38952	-3.680409109	-3.648612135	-2.200218496	-2.164907661	-6.400870089	-4.642930933	-4.280859025	-7.191920078	-2.723081314	-5.2167901	-4.123645554	-8.257077761	-4.247176352	-8.047790055	-1.045238357	-5.438608354	-5.164450768	-5.490037351	-5.749730491	-6.179183283	-6.173483766
Bacteroidota	S80C762-Lasker2021	-9.033444591	-9.22099392	-5.290118073	-5.635578919	-8.863546516	-8.708675177	-5.250679599	-5.395825901	-11.96614702	-10.21666561	-8.650540372	-8.60987262	-10.82182052	-11.475073	-6.715925321	-6.695942398	-11.20260677	-11.5595677	-6.667459512	-6.410472203	-12.70353752	-13.0117139	-7.591130957	-7.483075994	-9.122480971	-8.957273036	-6.776222495	-6.824159261	-5.109192074	-5.146188111	-2.946492915	-3.050278981	-6.025296239	-5.950316769	-2.374350078	-2.59173356	-5.61550839	-5.769955675	-2.256340633	-2.274116535	-3.168862909	-2.988768497	-3.180313405	-3.002914101	-5.966305156	-4.587615672	-4.283609505	-5.729175455	-2.900904665	-4.258424474	-3.449080906	-8.432073394	-3.203597264	-10.44297229	-3.523784324	-4.065641077	-3.85943696	-1.653239858	-1.759814442	-7.001005148	-6.718455543
Proteobacteria	S81C114-Lasker2021	-7.471080767	-7.26668734	-2.306213297	-2.180724683	-6.433504681	-6.427950587	-6.052287399	-6.679879423	-10.98639123	-10.37418685	-8.481396651	-8.398274801	-10.3145318	-10.22332228	-4.336342776	-4.31832016	-10.1708764	-10.34187358	-5.834316672	-5.387572277	-9.764667932	-11.24208309	-4.701686373	-4.757373563	-4.682208046	-4.55406841	-4.682106523	-4.737709842	-5.9996627	-5.952651994	-4.570549846	-5.342872989	-6.785490391	-6.729582232	-4.787777664	-4.758167764	-6.662596335	-6.847046331	-6.444034345	-6.523349367	-4.458374819	-4.354665274	-5.066241349	-5.649439186	-6.303157275	-8.322697129	-8.139595463	-6.664191644	-5.449472079	-7.382893138	-6.640534748	-8.582165727	-5.702868443	-9.923888851	-4.302782424	-5.318959967	-5.206811687	-6.349777174	-6.492541973	-4.069297417	-4.208689046
Proteobacteria	S81C1533-Lasker2021	-7.536368313	-7.454962942	-7.635914075	-8.156249621	-6.274206363	-6.282721963	-6.599845523	-6.746718988	-8.514851835	-8.720447906	-8.101267784	-8.050113395	-8.243628046	-8.149073489	-6.91677564	-6.791920451	-7.950029163	-7.918363998	-7.504156584	-6.975875503	-9.561314028	-10.17207658	-7.828947504	-7.762800499	-3.985408492	-3.883684754	-6.876734536	-6.958280805	-7.855923543	-7.947812946	-4.684045658	-5.389427328	-8.059427358	-7.803941395	-4.963169864	-4.974961923	-8.178355897	-8.232619696	-6.587564076	-6.708464763	-5.916802146	-5.776174377	-5.708755269	-6.136649083	-7.960873745	-5.679168382	-5.424389653	-8.252012244	-5.629790838	-5.338952753	-4.770866039	-8.118526339	-4.608990273	-8.207645547	-4.225949537	-6.384417361	-5.744591157	-5.532946627	-5.796234366	-6.637091245	-6.766977071
Proteobacteria	S81C214-Lasker2021	-7.649173735	-7.411114926	-4.19496566	-4.211151405	-6.631086354	-6.604303111	-5.136031643	-5.288279	-10.44838819	-10.19888728	-4.133242222	-4.013652103	-9.15703167	-8.561185257	-2.327085789	-2.235726606	-9.019011916	-9.316270383	-3.588293615	-2.999646002	-9.398819488	-10.0467407	-2.92770872	-2.814120018	-5.61991837	-5.508970499	-2.790964479	-2.811213848	-4.428816317	-4.463167886	-3.380513937	-4.255669475	-5.258880331	-5.08875101	-2.518788893	-2.465543284	-5.157076588	-5.325320389	-3.081407859	-3.096436513	-2.591007773	-2.437156443	-2.588414469	-2.889015794	-5.058418965	-7.234898827	-6.814108391	-5.469132592	-3.188179684	-5.289530485	-5.13515391	-7.470481048	-4.101770829	-9.205687971	-2.902429252	-3.956974818	-3.795371855	-3.817809745	-4.11587981	-2.042257971	-2.12898394
