		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Proteobacteria	S63C261-Flyer2018	0.019722465	0.01240837	0.00556046	0.028929908	0.005220403	0.00130031	0.059062548	0.07674256	0.051876474	0.0310017	0.1209937	0.053441472	0.023082027	0.062014267	0.016935965	0.016195169	0.016217293	0.031166838	0.006289204	0.017427042	0.02098619	0.028773226	0.016565323	0.014815623	0.004806598	0.004306528	0.014092336	0.01582461	0.002792534	0.042248208	0.024712706	0.025750615	0.009255421	0.019174555	0.03167325	0.01691979	0.018297637	0.005132957	0.005769631	0.002061003	0.00752799	0.002327562	0.003101853	0.008794517	0.012552054	0.009356864	0.002765581	0.001094031	0.005867155	0.001045456	0.000913227	0.00068984	0.009901257	0.016898774	0.011713316	0.019128926	0.012149748	0.003773541	0.016342686	0.004372647	0.010671871	0.007167842	0.007290537	0.006750773	0.004768178	0.031816643	0.028375663	0.1313196	0.006349042	0.011852208	0.005789707	0.06657488	0.029923532	0.03355215	0.03559746	0.03626373	0.01291527	0.011500143	0.005211114	0.011502181	0.017862143
Thermoplasmatota	S64C165-Flyer2018	0.015112284	0.000207975	5.66E-06	0.02707074	2.84E-06	0	4.79E-05	0.000562419	0	0.000475497	0.02299305	0	0.012365514	0.028555311	0.000316013	0.006413815	0.000334714	0.04380239	0.052089322	0.05397009	0.002277247	0.000715406	0.07824854	0.030368635	0.000239258	0.000161232	0.056343276	0.017576985	0.007667095	0.004055689	0.047358483	0.046506613	0.04468921	0.012505958	0.003241835	0.10648501	0.020370623	0.075326465	0.08500626	0.000156252	0.068325065	1.66E-05	0	5.79E-05	0.000146252	1.29E-05	0.018878955	0.000119938	0.039278544	0.07744872	0.000873863	0	0.038970016	0.002884865	3.80E-05	0.004031163	9.49E-05	4.30E-05	0.015983861	0.05892687	0.026249804	0.000206727	0.072565444	0.000248882	9.82E-06	0.000170203	0	0.03568583	0.066242844	0.005758282	9.05E-05	0.0060152	3.59E-06	3.56E-05	0.000284144	0.000814556	3.53E-05	1.42E-05	0.06364801	0.002974363	0.001508714
Proteobacteria	S64C184-Lasker2021	0.08979704	0.06739342	0.009434719	0.108717486	0.012737239	0.004420758	0.19012885	0.20799142	0.112242594	0.122730225	0.119631425	0.0881774	0.083784185	0.10895149	0.041819677	0.07743001	0.052767694	0.06546994	0.021702936	0.056895018	0.07658113	0.07322923	0.04707532	0.091441855	0.03853372	0.036667865	0.058021482	0.116958015	0.023237178	0.076975785	0.047605623	0.041987076	0.023245301	0.060416613	0.056022286	0.014294222	0.07174441	0.012069188	0.029555788	0.013198306	0.03335513	0.0101479	0.008701775	0.04387878	0.050598864	0.03273592	0.020250285	0.002714329	0.01328628	0.005624233	0.005826133	0.000379632	0.027541544	0.025096968	0.007420137	0.03525208	0.02844143	0.03309933	0.07721008	0.024538985	0.069969624	0.03742601	0.04472719	0.04522949	0.037214234	0.08440569	0.04376678	0.09659167	0.02462922	0.072994396	0.03116903	0.18007536	0.08778478	0.13832794	0.1731397	0.08284481	0.08940746	0.0694198	0.007189967	0.11991789	0.105313234
Thermoplasmatota	S64C644-Lasker2021	0.007235744	0.000687965	2.36E-05	0.029887028	2.44E-05	1.36E-05	6.22E-05	0.000725935	4.85E-06	0.001102144	0.022643823	1.08E-06	0.017465314	0.025336092	0.000518654	0.009117855	0.00075457	0.046416353	0.070608735	0.042835996	0.002133083	0.000722378	0.06432136	0.02004331	0.000231809	0.000244187	0.036705393	0.007309784	0.000599386	0.003651573	0.057236023	0.066009246	0.06435769	0.01541892	0.003190576	0.084730774	0.014051003	0.03807292	0.015364298	0.000168547	0.025648434	3.20E-05	3.49E-05	6.37E-05	8.45E-05	5.05E-06	0.004377808	5.24E-05	0.028988507	0.0175752	0.000123351	6.47E-06	0.019800514	0.001060536	1.60E-05	0.000867703	5.18E-06	4.45E-05	0.009823103	0.0639574	0.01020675	0.000108947	0.025696222	9.34E-05	2.21E-05	0.000625257	1.71E-05	0.04198042	0.043512437	0.003465276	0.000131118	0.014265049	1.25E-05	3.34E-05	0.000594165	0.002916381	0.000255643	0.000124973	0.11686976	0.005358099	0.002883406
Planctomycetota	S65C152-Lasker2021	0.027018506	0.009756763	0.003022718	0.019316386	0.001621657	0.000378045	0.032707024	0.027457839	0.017338596	0.01143916	0.03679051	0.014482694	0.016030675	0.03897693	0.004458693	0.007017257	0.004111152	0.039164472	0.03652426	0.032023065	0.010519331	0.018207112	0.026335137	0.06995573	0.00375321	0.003038206	0.023258343	0.022792485	0.001451528	0.025719577	0.029731087	0.022358721	0.019398302	0.016240897	0.014284511	0.01129617	0.017260948	0.025382552	0.03329271	0.005660986	0.053415615	0.005155885	0.005116878	0.023383968	0.029816454	0.019034915	0.032775246	0.00229854	0.0319593	0.006189475	0.001715373	0.000392922	0.042445164	0.025342165	0.011813511	0.021436576	0.010843061	0.005341766	0.07881919	0.026236154	0.08206849	0.021651102	0.062226873	0.03375591	0.015286258	0.014931966	0.00838534	0.05350905	0.002107184	0.01147597	0.002151642	0.0271126	0.012113348	0.008978899	0.012070434	0.02146026	0.007517655	0.006431244	0.00353051	0.008298233	0.009881159
Proteobacteria	S65C156-Lasker2021	0.004471206	0.007405217	0.001608964	0.006208879	0.00361426	0.002603264	0.015429365	0.012519869	0.013719122	0.010700194	0.003061004	0.011991195	0.012197822	0.010909244	0.01910267	0.01671496	0.021634417	0.004097101	0.00076098	0.005259708	0.016904209	0.015162765	0.004237279	0.008287183	0.011431541	0.015288175	0.003132121	0.013812671	0.010321449	0.009826971	0.002675679	0.002119524	0.000973085	0.009619257	0.010638146	6.08E-05	0.009247599	0.000203433	0.001838726	0.004304536	0.000169561	0.003518654	0.003388741	0.011548574	0.013149158	0.010538834	0.000486283	0.000457424	3.50E-05	2.19E-06	0.000254544	7.10E-05	0.000342587	0.01303135	0.011357564	0.013924127	0.012569037	0.008948051	0.00836914	3.58E-05	0.01445634	0.009504943	0.000235262	0.008305959	0.007493693	0.013554875	0.007079825	0.001511759	2.04E-05	0.016999079	0.012139633	0.008253153	0.013000805	0.013297142	0.012155112	0.001833475	0.00357982	0.003670471	1.58E-05	0.004721681	0.006185777
Proteobacteria	S65C435-Lasker2021	0.11128035	0.12883587	0.036834344	0.16201131	0.05889022	0.023341663	0.26167014	0.32224405	0.15184355	0.17261392	0.2093299	0.16891043	0.13163799	0.11085949	0.21359284	0.12898354	0.15861091	0.051342662	0.022186987	0.08442409	0.20146424	0.22303973	0.0695972	0.11376387	0.09876088	0.094645426	0.0913861	0.19331111	0.08155107	0.13760385	0.043520346	0.029326877	0.01929724	0.07524561	0.11233844	0.004647556	0.11575514	0.017366316	0.051678266	0.06997741	0.027595673	0.06407409	0.066651985	0.12950037	0.20126057	0.11801215	0.032065134	0.017450977	0.007566692	0.003351723	0.007499388	0.015226175	0.015241005	0.11474405	0.040938012	0.115951225	0.082384944	0.06857171	0.15365732	0.010852974	0.17785837	0.112246975	0.045998838	0.21546541	0.15485989	0.17941405	0.096244544	0.05796569	0.003290391	0.1576034	0.07226896	0.14817098	0.18941759	0.19996545	0.204526	0.24005288	0.18195228	0.13755699	0.002268934	0.11979405	0.1252784
Proteobacteria	S66C123-Lasker2021	0.002047139	0.011535216	0.014341079	0.002378556	0.015621852	0.018391363	0.008079603	0.003881214	0.01311078	0.00275803	0.000654686	0.002080296	0.005869568	0.009825219	0.05617585	0.025419531	0.048283443	0.006932775	0.002796666	0.008832254	0.036156174	0.0394782	0.00546586	0.018139439	0.010006626	0.008252225	0.000877254	0.003676385	0.004054418	0.006006992	0.004247942	0.004768931	0.002589535	0.005524097	0.005041792	7.06E-05	0.000787902	0.000661697	0.001686033	0.002367632	0.000409071	0.003628779	0.00472745	0.10068762	0.14266612	0.11280797	0.000161791	0.000128257	7.87E-05	7.13E-06	0.000532793	0.001601198	0.00055317	0.005699717	0.004944262	0.006467768	0.006384454	0.02966678	0.09331448	0.000294159	0.03363935	0.07448917	0.002914103	0.014345694	0.011622797	0.002279014	0.000541535	0.004817116	0.000148533	0.002892573	0.002728358	0.006170686	0.031122463	0.010074822	0.008128711	0.06730319	0.059298553	0.06051229	8.13E-05	0.035513315	0.043856133
Proteobacteria	S66C156-Lasker2021	0.004048351	0.006046021	0.00138359	0.004985012	0.003357723	0.002555087	0.011920604	0.009115451	0.01170443	0.009932112	0.002559322	0.012668451	0.013709301	0.012286418	0.018553404	0.016570248	0.021711716	0.004975616	0.000825531	0.005896472	0.017042125	0.016456269	0.004391944	0.008813353	0.013209828	0.017802056	0.003169527	0.016788667	0.012795188	0.01121429	0.002933121	0.002423351	0.00123149	0.0108967	0.012396938	8.05E-05	0.009986826	0.000160953	0.00176405	0.004233982	0.000186503	0.003736223	0.003522801	0.010391759	0.012165885	0.009122684	0.000423628	0.000362704	3.10E-05	1.56E-06	0.000155075	0.000105183	0.00037703	0.012910355	0.010176275	0.013578527	0.011131628	0.009288998	0.007687303	3.68E-05	0.006829942	0.019879138	0.000253118	0.008920464	0.008413171	0.014948249	0.007325547	0.001783464	1.59E-05	0.019280419	0.0144242	0.006223584	0.010289878	0.010408055	0.009889214	0.002121957	0.004055193	0.004185283	1.89E-05	0.004892459	0.005971707
Proteobacteria	S66C173-Flyer2018	0.067495845	0.06102297	0.028778747	0.07009	0.04358027	0.014211474	0.23094268	0.23049709	0.31055894	0.14584696	0.115293406	0.45019358	0.08425755	0.110652	0.436698	0.23959878	0.36029997	0.06506576	0.011301627	0.09155736	0.33382177	0.37092984	0.05898043	0.03826513	0.049769334	0.047825955	0.02106113	0.052392796	0.0434157	0.20791389	0.048183724	0.04062344	0.016216582	0.16059572	0.26150733	0.008712038	0.07743865	0.009709861	0.016423507	0.019773088	0.013144402	0.020245425	0.03192103	0.04562465	0.08148203	0.048640233	0.043857515	0.03269277	0.005503885	0.001237284	0.010753233	0.008333382	0.022507383	0.23928241	0.26275268	0.26730713	0.18543276	0.028834455	0.07884319	0.005255324	0.04832246	0.04885851	0.009778543	0.05641976	0.04486285	0.09791952	0.15784438	0.06750153	0.003842328	0.13392968	0.08517441	0.09232079	0.19121292	0.17092988	0.15478481	0.07426925	0.047890015	0.044448107	0.003598747	0.05027023	0.07555009
None	S66C600-Flyer2018	0.001171411	0.001903321	0.001852958	0.001115957	0.003245019	0.000513891	0.004616472	0.007185129	0.003704864	0.00577976	0.004851364	0.008145724	0.000396015	0.00015061	0.000876995	0.0002776	0.000443843	0.000153957	0.000115637	0.000323206	0.000499333	0.000676689	0.000270193	0.000188448	0.000565824	0.000331315	0.000190631	0.00018857	0.000293183	0.000984726	0.000422667	0.000339402	0.000313848	0.000605859	0.000748052	0.000143904	0.000267989	0.00025379	0.000105257	0.000533309	0.00030357	0.000599345	0.000361327	0.000623552	0.000238923	0.000614379	0.000212351	0.000343995	0.000104832	0.000188585	0.000354053	0.000376573	0.000176948	0.000267029	0.000374504	0.000161001	0.000267757	0.001020555	0.000363034	0.000242673	0.000329974	0.000406985	0.000114832	0.000301709	0.000487953	0.000541766	0.001251792	0.000602711	0.000140303	0.000387737	0.000662994	0.001798895	0.004171821	0.004392667	0.002634066	0.000252375	0.000201317	0.000165706	0.00020764	0.000341256	0.000307992
Bacteroidota	S67C1385-Lasker2021	0.34457994	0.007668779	0.004080777	0.20092542	0.000831623	0.000117633	0.005335127	0.036554154	0.000552136	0.021350997	0.5300103	0.001432432	0.12312334	0.24536364	0.005717967	0.034512233	0.004248243	0.2022869	0.12876602	0.13760313	0.014242314	0.013850517	0.123784475	0.07862071	0.003995764	0.003286618	0.18856125	0.1228704	0.0132183	0.08475219	0.21620926	0.24454868	0.17482582	0.047269944	0.027615461	0.18241566	0.14021425	0.07418885	0.11868901	0.003927433	0.097838864	0.000593139	0.000384693	0.001356541	0.002489822	0.001213641	0.06452712	0.001290834	0.08248646	0.06396127	0.025165457	0.000155597	0.34231827	0.030506944	0.000651273	0.01132241	0.001464604	0.001390628	0.0480245	0.087777324	0.05876046	0.001662117	0.23979108	0.002179227	0.000777684	0.007442494	0.000815166	0.54751164	0.22735262	0.029415408	0.001962877	0.20056424	0.000235682	0.002399752	0.013602587	0.035496406	0.002969169	0.002696165	0.12465679	0.011473309	0.011240759
Proteobacteria	S68C156-Lasker2021	0.003920551	0.005981498	0.001368303	0.004802331	0.0032788	0.002512666	0.012269726	0.009150259	0.011568228	0.00959194	0.002636664	0.012710644	0.012725422	0.011616317	0.018209565	0.01603653	0.020056311	0.004538543	0.000821574	0.005812201	0.016731147	0.016337238	0.004399046	0.008881023	0.012778909	0.017623574	0.003049431	0.016219104	0.012537068	0.01071391	0.003011332	0.002404443	0.001182767	0.010475311	0.011924282	0.000108971	0.009816268	0.000200568	0.00176277	0.003908253	0.000164794	0.003414624	0.003393384	0.010069346	0.011787253	0.008807468	0.000387939	0.000400251	2.45E-05	6.11E-06	0.00020825	5.79E-05	0.000320889	0.012741665	0.009844339	0.012866342	0.010634001	0.008965958	0.00742242	3.75E-05	0.006384218	0.009968055	0.000293446	0.019581188	0.008516741	0.013949876	0.006893214	0.001828208	2.59E-05	0.018750207	0.013668516	0.006217979	0.010310459	0.010635259	0.009578284	0.00226279	0.004068858	0.003954843	2.38E-05	0.005127396	0.005994835
Proteobacteria	S69C156-Lasker2021	0.003958498	0.006258976	0.001427598	0.00472456	0.003197277	0.00263558	0.01173465	0.008606534	0.011420705	0.009285402	0.002640851	0.012973719	0.013460213	0.012773206	0.018614838	0.016679697	0.020849403	0.004868784	0.000858498	0.00571855	0.017389752	0.016876755	0.004365133	0.009065139	0.013933763	0.018238017	0.00315236	0.01712695	0.013982844	0.011648398	0.002950234	0.00265039	0.00115085	0.011427776	0.012796013	9.06E-05	0.009938471	0.000178561	0.001717761	0.004220632	0.000175348	0.003755067	0.003572372	0.010406401	0.012131326	0.009330587	0.000353889	0.000352556	4.59E-05	9.19E-06	0.000207717	5.64E-05	0.000379335	0.013535364	0.010518665	0.014121666	0.011511846	0.009393581	0.007627198	4.26E-05	0.006556255	0.010180492	0.000283046	0.009337709	0.017911742	0.015205167	0.007307263	0.001913967	1.10E-05	0.01994447	0.014718153	0.00601501	0.009980995	0.010124642	0.009446116	0.002282867	0.00422795	0.004257864	2.99E-05	0.004867536	0.006049945
Bacteroidota	S69C266-Flyer2018	0.002306867	0.003738262	0.001933714	0.002220177	0.004326236	0.007058956	0.010423777	0.007451841	0.016336782	0.010781545	0.001986321	0.012289851	0.016605183	0.011929883	0.12150325	0.06262807	0.12009134	0.001956008	0.000337108	0.017165516	0.09457093	0.10810774	0.008243831	0.002675584	0.006025516	0.005300679	0.000416602	0.002035994	0.002531112	0.020456752	0.002108287	0.001899476	0.000469247	0.013396037	0.02077664	3.16E-05	0.003569291	0.00108826	0.00335718	0.002747911	0.001074353	0.00414541	0.005477213	0.006907944	0.010440061	0.008632222	0.002463325	0.002696323	0.000232187	2.09E-05	0.001783244	0.001990392	0.001915963	0.09451712	0.08354835	0.07443519	0.04711865	0.007135484	0.005466354	0.000183166	0.004852596	0.008164147	0.000206465	0.005506929	0.005115867	0.010571998	0.007440866	0.001599034	2.89E-05	0.006361635	0.008818717	0.006728893	0.024564968	0.0207575	0.013888404	0.000707393	0.000857667	0.001025343	1.07E-05	0.001970514	0.003233814
None	S69C31-Lasker2021	0.000877909	0.000786712	0.000306345	0.001117772	0.000426413	0.000140404	0.00237313	0.001675941	0.00777722	0.001864864	0.000566839	0.00873445	0.000465896	0.000224058	0.000745465	0.000602103	0.000367354	0.000637525	0.000677008	0.000825234	0.00067006	0.000926628	0.00066506	0.003564126	0.002294968	0.002324304	0.001008195	0.001925202	0.009530425	0.004918082	0.000583699	0.000487646	0.00074895	0.00536725	0.008446081	0.000177572	0.000619128	0.000608049	0.005930604	0.14142686	0.001076819	0.10321336	0.09885628	0.013541679	0.013425921	0.010761291	0.007345637	0.012551206	0.000575317	0.000921582	0.043921467	0.035508666	0.000539888	0.010258139	0.017822888	0.008596237	0.013000399	0.0565168	0.02558868	0.000252382	0.009409873	0.04477233	0.000450049	0.045702398	0.061624844	0.016674943	0.11058777	0.00022161	0.000157943	0.010695677	0.02485876	0.00100444	0.001579131	0.001249414	0.000925817	0.001337451	0.001164245	0.001156099	0.000171078	0.003822098	0.003236101
Bacteroidota	S69C438-Lasker2021	0.05689488	0.5417371	0.7231497	0.04358085	0.8381033	0.25623295	0.43127918	0.16320647	0.923356	0.32549608	0.017788853	0.7644642	0.058755822	0.08955459	0.10329784	0.052224018	0.09602052	0.032467157	0.003495921	0.04369005	0.16684796	0.3720549	0.038466007	0.11683462	0.18598717	0.15255281	0.009279595	0.07563828	0.10823431	0.14709374	0.015003508	0.015206878	0.00524461	0.11491496	0.18297306	0.000265815	0.003627972	0.000248203	0.002373873	0.009863607	0.000152517	0.008878154	0.010212366	0.16544913	0.20726645	0.17200683	0.00057228	0.000711543	0.000456827	3.84E-06	0.000216961	0.000504659	0.001866845	0.034444556	0.057750884	0.028792752	0.020766161	0.171097	0.098619014	0.000116423	0.0617438	0.23129314	0.0006943	0.16970538	0.19713226	0.19134223	0.22644132	0.00926325	0.000186186	0.055652	0.13070872	0.07708993	0.75625753	0.23985219	0.1734595	0.703541	2.0075576	2.7064896	0.000364125	1.0049474	0.96605456
Proteobacteria	S69C667-Flyer2018	0.13637263	0.21150805	0.10815446	0.1459307	0.18722169	0.17611925	0.44766295	0.38502505	0.535459	0.47292212	0.15930678	0.70132154	0.40231782	0.37889287	1.2358396	0.66456425	0.9960883	0.12106707	0.040043756	0.23479368	0.89832133	1.1132982	0.18346104	0.24402106	0.5719631	0.5964062	0.09600098	0.5313507	0.52182615	0.50824493	0.10527955	0.079299934	0.04087703	0.36076194	0.5726526	0.00229131	0.27355775	0.030865615	0.091408454	0.27486536	0.046052072	0.2701103	0.29542917	0.57333046	0.80314153	0.5374615	0.21373145	0.25493494	0.019138651	0.004289514	0.065323	0.17783779	0.0324283	0.5582942	0.6551231	0.6259087	0.603205	0.43106094	0.40991554	0.01483962	0.35246456	0.53635913	0.05086392	0.7543198	0.6266002	1.0111159	0.3637689	0.11370978	0.001169149	0.5928157	0.52116406	0.15479697	0.40757892	0.32223424	0.26826444	0.07574699	0.07525825	0.073708765	0.001214528	0.09169851	0.14394608
Bacteroidota	S6C105-Lasker2021	0.002280021	0.039292518	0.050319478	0.001561938	0.2757914	1.5063326	0.001317074	0.000762389	0.002347846	0.001213345	0.000717746	0.00228072	0.05732365	0.024077429	0.4784539	0.22380586	0.42023596	0.002859579	0.000439169	0.06255835	0.3228916	0.4229926	0.021746038	0.014318932	0.21620613	0.2463834	0.003706484	0.088888906	0.36358112	0.03401762	0.005158084	0.004480714	0.001842726	0.06963022	0.03420123	0.000278723	0.15132499	0.00023351	0.002684443	0.030855846	0.000245722	0.017356148	0.022651376	0.006877436	0.010132983	0.00768447	0.002086617	0.003191332	0.000136638	4.09E-05	0.004978934	0.007461421	0.000309335	0.022881085	0.027822757	0.022008274	0.022756146	0.011647217	0.00400227	5.85E-05	0.004593942	0.012878172	0.000100365	0.035455618	0.03821847	0.002516954	0.00106586	0.001549619	0.000302485	0.18356772	0.12957877	0.000776868	0.002836073	0.000996041	0.000928869	0.001444358	0.003195155	0.00530199	8.29E-05	0.003863925	0.008786507
Bacteroidota	S6C115-Lasker2021	0.004114409	0.033828232	0.050680257	0.002987267	0.079237156	0.33372727	0.013560745	0.006452371	0.032617006	0.012444455	0.001086727	0.026981734	0.006562586	0.015678957	0.047295716	0.025671951	0.051407922	0.006505786	0.001119391	0.010296192	0.04694994	0.070393294	0.006368149	0.01352095	0.053829566	0.06376866	0.001145982	0.021612445	0.03328605	0.04451793	0.004216042	0.00394346	0.001388997	0.04593446	0.07124545	6.89E-05	0.01866132	8.94E-05	0.000148385	0.000500979	5.61E-05	0.000353741	0.000518153	0.010752488	0.013159631	0.01202484	7.18E-05	8.83E-05	4.50E-05	9.90E-06	0.001942881	0.002776785	4.56E-05	0.000701405	0.000648092	0.000793956	0.000821469	0.009238583	0.011207869	2.97E-06	0.00479829	0.012190563	0.000121368	0.010096288	0.012879327	0.054130625	0.01730557	0.00293066	0.00010908	0.033400215	0.06960265	0.002485815	0.0371379	0.014767563	0.012600011	0.017016588	0.016683662	0.016956259	4.10E-05	0.010834806	0.012694139
Actinobacteriota	S6C355-Lasker2018	0.06974925	0.00086271	0.00028723	0.05807961	4.40E-05	9.76E-06	0.000252502	0.001865297	2.49E-05	0.001792768	0.06540464	4.22E-05	0.02122999	0.066427745	0.00094666	0.011223801	0.001134648	0.29692125	0.6619184	0.11497143	0.006905901	0.003851083	0.17540455	0.07096475	0.000438293	0.000299636	0.065075554	0.015317167	0.00517462	0.017685227	0.3132297	0.39216694	0.5779321	0.028955152	0.01311533	0.51565266	0.015986234	0.4957661	0.08845202	0.000138596	0.5021531	5.51E-05	6.70E-06	0.000969683	0.001609323	0.000673394	0.061586637	0.00027707	1.2185806	0.6541583	0.000160078	5.09E-05	0.7074677	0.033850607	6.37E-05	0.026446767	0.00057937	0.00025874	0.12145762	0.6996683	0.071293846	0.00049304	0.34344274	0.00042334	4.55E-05	0.001026416	4.30E-05	0.19731794	0.5924546	0.010207982	0.000231343	0.04889321	2.10E-05	0.000107623	0.000897026	0.008111673	0.001348757	0.000960312	0.51557285	0.013580871	0.011112358
SAR324	S6C453-Lasker2018	0.16295888	0.013497527	0.003872382	0.28251082	0.001624495	0.000163058	0.000823951	0.004161214	0.000109053	0.008563384	0.13165683	5.63E-05	0.11477555	0.15029773	0.005903218	0.08115941	0.00922103	0.38828623	0.64458114	0.27042368	0.021950284	0.01294362	0.3910861	0.17955695	0.0026789	0.002051487	0.18539868	0.07009242	0.023575911	0.046823382	0.45828256	0.5918118	0.6332563	0.117661856	0.038998842	0.82040465	0.06940587	0.6208681	0.1950437	0.001175736	0.45776695	0.000294479	0.000157023	0.002645826	0.004951793	0.001919422	0.082194984	0.000638026	0.8218701	0.5413485	0.001226223	3.78E-05	0.39226452	0.036870357	0.000171811	0.027628738	0.00119368	0.000989366	0.13418858	0.727909	0.12088031	0.001226064	0.3052929	0.001475969	0.000305349	0.005110309	0.000186676	0.273302	0.77039415	0.04251527	0.002316793	0.11667772	3.02E-05	0.000562666	0.004309946	0.08098784	0.011108184	0.009265161	0.9973511	0.061833408	0.042471703
Actinobacteriota	S6C755-Lasker2018	0.010009836	0.000507928	0.000496847	0.008145976	2.57E-05	0	9.24E-05	0.000217682	8.48E-06	0.00027546	0.006323585	4.29E-06	0.002987174	0.007385044	0.000136886	0.001890576	0.000201938	0.022359649	0.046621557	0.015018073	0.001108088	0.001114114	0.02252217	0.008305857	0.000112982	0.000128365	0.011969298	0.003977999	0.002082524	0.002905776	0.02508005	0.025926646	0.031966623	0.004024147	0.001922526	0.04926939	0.003722918	0.03800614	0.013866989	0.00010895	0.03121363	2.55E-05	3.89E-05	0.000314133	0.000495728	0.000323755	0.004408586	3.18E-05	0.03402836	0.03112758	0.000224723	1.54E-06	0.033509895	0.002536411	9.85E-06	0.001994693	0.000137999	0.000161026	0.007804922	0.03718551	0.007643309	0.000160052	0.023226023	0.000171723	9.07E-05	0.000161944	2.47E-05	0.017401574	0.0497137	0.001834359	0.000116325	0.004364504	4.56E-06	1.39E-05	0.000135619	0.001755274	0.000292899	0.000318729	0.040538818	0.001836376	0.001586239
