		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
Proteobacteria	S69C156-Lasker2021	-9.518015106	-10.25370105	-8.030057778	-10.26476392	-7.675696331	-9.358742473	-9.710113731	-9.689574956	-9.543621302	-10.27970886	-8.006845532	-9.341724631	-7.744109124	-9.345100405	-9.581456374	-7.540679292	-7.69628523	-7.414135714	-7.807371506	-8.057871853	-7.567085358	-7.720971348	-7.470503571	-7.886429416	-7.629296996	-7.915146738	-4.952738861	-7.486663118	-8.405081943	-8.672697429	-7.857398782	-7.649392445	-7.527937819	-7.510728173	-7.532980201	-7.259618532	-7.517695686	-7.765728425	-7.808690586	-7.705236769	-7.578626227	-7.975047725	-7.790534207	-7.965611159	-4.95580498	-7.811859198	-7.508933784	-7.607548898	-7.95632904	-7.589835722	-7.678992096	-7.476714804	-7.879519768	-4.953087929	-7.272381666	-4.911202886	-4.786883568	-7.603825427	-7.691252093	-5.016013275	-4.647870402	-7.416313475
Bacteroidota	S69C266-Flyer2018	-6.767019984	-8.524702516	-4.671824865	-6.038757852	-3.872918838	-7.392683066	-6.375902954	-7.168049188	-5.980747223	-6.550760576	-6.261320009	-5.918476685	-4.878067559	-6.44991963	-7.823053329	-4.053927757	-4.292490255	-3.651105864	-4.08220872	-5.296634583	-3.818268808	-3.869593791	-3.853619389	-4.392500818	-3.728625528	-4.679113972	-1.567190673	-3.706052592	-5.298755262	-5.340005715	-4.617511022	-3.97107718	-3.984554936	-3.96834196	-3.833154572	-2.933804163	-3.857808106	-4.44468839	-4.45915488	-3.696830742	-4.464796083	-4.847793619	-3.870568155	-4.40027403	-1.761795462	-3.638688709	-4.259315389	-3.708868144	-4.533806447	-4.380312984	-4.435669888	-4.065198078	-4.481219101	-1.691644391	-3.450959312	-1.550156164	-1.83419144	-3.969250981	-4.506306328	-1.933981423	-1.995458538	-3.975508961
None	S69C31-Lasker2021	-7.716185216	-7.978393127	-5.577110239	-7.693814557	-6.742885879	-7.646380736	-7.452909356	-7.483159425	-7.418663906	-7.509860576	-6.464434106	-7.797309805	-6.414067411	-7.347559069	-7.571761803	-6.827265656	-5.632674697	-7.068639428	-6.850094103	-7.013407504	-6.977310062	-6.764158785	-6.820887546	-5.845588983	-7.167252049	-6.944645222	-5.257936173	-7.564436942	-6.733593422	-6.857903583	-6.242120775	-6.215709204	-6.426176526	-6.76050337	-6.721585802	-5.56530184	-6.990411173	-6.61405038	-6.134751531	-7.07346081	-6.092899489	-7.419226661	-6.646627933	-6.376831072	-6.251119968	-7.613542935	-5.914473284	-5.995988043	-5.87839661	-5.379187718	-5.969075307	-5.823539322	-5.930326024	-6.040250923	-4.508895926	-6.330989286	-5.972284663	-5.121406086	-5.322162352	-5.800823692	-6.007475765	-6.517125472
Bacteroidota	S69C438-Lasker2021	-7.216462982	-7.104418256	-8.108367204	-7.513898609	-7.125599708	-7.144229161	-7.570052782	-7.068362155	-6.854018323	-7.339387171	-5.339103403	-7.021609733	-7.850294714	-6.764120065	-6.608534559	-7.416920449	-7.588413571	-7.299826487	-7.418042947	-8.155592758	-7.050451801	-7.039856609	-7.249425783	-7.593861188	-7.095237208	-7.280620684	-3.946472483	-7.418134003	-8.451946327	-8.09923215	-7.803687705	-7.622400087	-7.523641278	-7.451144729	-7.384583906	-6.830903503	-7.242367504	-7.801161617	-7.844684349	-7.16774246	-7.633557271	-7.613561326	-7.314260678	-7.675774077	-4.348375712	-7.083609673	-7.336230798	-7.362516939	-7.828096955	-7.263706399	-7.780821736	-7.219568855	-7.906536034	-3.179730211	-7.215666726	-4.395686872	-2.874664204	-7.745530993	-7.468341688	-2.523432695	-2.535977017	-6.273238719
Proteobacteria	S69C667-Flyer2018	-3.891925716	-4.079738591	-2.095859868	-4.291312016	-1.471980314	-3.655898785	-4.233032519	-3.870895554	-3.840861853	-4.219936017	-2.373252963	-3.909954496	-2.068272619	-3.449003741	-3.842552635	-1.453343675	-1.728080293	-1.379354772	-1.723193227	-2.172243988	-1.41260092	-1.339730823	-1.545003845	-1.789440434	-1.40094946	-1.820415575	-0.537714921	-1.428040236	-2.016442472	-2.079978558	-1.874741977	-1.531062451	-1.450136502	-1.351694187	-1.503695785	-1.079364812	-1.359190839	-1.82010542	-1.63459378	-1.455570954	-1.699034113	-1.828801735	-1.576981269	-1.652483727	-0.349821481	-1.451696782	-1.828676156	-1.581604914	-1.959607271	-1.702993103	-1.714404389	-1.259718448	-1.794514054	0.374111412	-1.352827589	-0.102208155	0.129787933	-1.782936897	-1.88787227	0.610119314	0.487232052	-1.428238815
Bacteroidota	S6C105-Lasker2021	-9.219064567	-9.650380155	-5.670888154	-8.938701557	-4.900166865	-8.231882754	-8.594962535	-8.30305418	-8.443212792	-9.10049118	-8.335304979	-9.458618158	-5.727190047	-8.722285955	-9.422993268	-4.969998176	-5.308065324	-4.689116085	-5.322568359	-6.198376792	-4.786433583	-5.021650034	-4.920199708	-5.574958456	-5.090439993	-5.811845038	-6.295193566	-4.47611457	-6.49954953	-6.603730676	-5.368446247	-5.005988706	-4.927481302	-4.902638252	-4.881984144	-4.944326664	-5.01784754	-5.516225397	-5.337333493	-4.912045312	-5.365811932	-5.81540623	-4.734130101	-5.354654877	-6.565764725	-4.662272319	-5.584478064	-5.150202339	-5.55650104	-5.477510159	-5.196583951	-4.934130468	-5.539944848	-6.021005414	-5.326145893	-6.227519847	-6.116250974	-5.762759307	-5.841299032	-5.875342303	-5.87064747	-5.067116046
Bacteroidota	S6C115-Lasker2021	-9.260419141	-9.135361386	-9.447382056	-9.545338536	-8.418905449	-9.115823816	-9.472003297	-8.785520645	-9.076132739	-9.391122355	-7.893648398	-9.510882245	-9.08069539	-9.125997018	-8.869825176	-8.755416498	-9.457083977	-8.740728319	-8.829830266	-9.090719204	-8.51069356	-8.550954598	-8.692417255	-9.364328382	-8.379667574	-8.616024237	-6.700605753	-8.688478967	-10.41856407	-10.01003644	-9.094997199	-9.223358694	-9.147131516	-8.97591771	-8.620882438	-6.325912187	-8.337621245	-8.553884821	-8.739741607	-8.543124931	-8.841909787	-8.403671846	-8.624980984	-8.99674288	-6.8632016	-8.576559511	-8.856278319	-8.251137824	-9.211286179	-10.04035364	-10.1625725	-8.528054412	-8.86985968	-5.626473661	-6.979936446	-7.075535732	-4.864356092	-9.107104412	-9.014186425	-4.444437416	-4.402005285	-7.992483893
Actinobacteriota	S6C355-Lasker2018	-0.029219923	-0.516834355	-4.856937967	-0.605173298	-4.368741909	-0.166141281	0.072253404	-0.80556505	-0.311454994	-0.469970668	-1.128820741	-0.163627189	-4.11028573	-0.626165638	-0.2473238	-3.854735333	-4.507640108	-4.720817092	-4.655987804	-3.754840939	-4.497243745	-4.42056133	-5.050487525	-4.922517966	-4.190223834	-4.055108234	-3.813610461	-4.733123678	-4.878011003	-4.713278919	-4.500068014	-4.668921071	-4.505010059	-4.389763769	-4.799115194	-4.642413591	-4.489115487	-4.363694186	-4.55122353	-4.380195911	-4.706950009	-3.518643502	-4.898414861	-4.546776757	-3.886549673	-4.470382508	-4.81889616	-4.703643142	-4.854296433	-5.288083373	-5.294900511	-5.026007387	-4.67779959	-3.982113282	-5.40574593	-5.704954912	-6.595080688	-4.966676267	-5.454547641	-5.698722398	-6.571886439	-4.692387839
SAR324	S6C453-Lasker2018	-0.478784789	-0.341287299	-4.021459316	-0.236340625	-3.623194528	-0.510809189	-0.187076446	-0.454949417	-0.469112249	-0.279600085	-0.942265291	-0.370241699	-3.468989895	-0.599273721	-0.475714463	-3.440943049	-3.956911695	-3.834345739	-4.005454621	-3.118245933	-3.682004143	-3.721645857	-3.986990062	-3.943807008	-3.461458153	-3.455853408	-2.73205332	-3.875094147	-3.777783195	-3.719644399	-3.916171097	-3.879805266	-3.957610661	-3.74547643	-3.960053471	-3.709815532	-3.767226108	-3.755221371	-3.986339522	-3.600390156	-4.024756804	-3.137279225	-3.921138929	-4.014665164	-2.565182422	-3.659442562	-3.983482005	-4.003690588	-4.110416568	-4.461043262	-4.510158869	-4.550494234	-4.149018744	-3.71815841	-4.654162446	-3.760662328	-5.417259023	-4.136871384	-4.650621996	-4.913803572	-5.391748323	-4.160519429
Actinobacteriota	S6C755-Lasker2018	-3.275510041	-3.183463653	-6.375043024	-3.326303448	-5.760670845	-3.229677883	-3.457594701	-3.266816115	-3.444958566	-3.348121756	-3.759323764	-3.284442581	-5.69293972	-3.497449934	-3.350142897	-5.655704507	-6.284764879	-6.168559021	-6.131845217	-5.340046022	-5.81877264	-5.860227114	-6.225872605	-6.32244696	-5.628752686	-5.590845027	-5.760908345	-5.946702753	-6.156946309	-5.959663019	-6.092706002	-5.93022974	-5.952697283	-5.710479439	-6.079906066	-5.865873143	-5.789416967	-5.82243889	-6.104176552	-5.739085663	-6.121870498	-5.094523009	-6.034418145	-6.090291343	-5.38345334	-5.747152087	-6.356595312	-6.011010164	-6.299682879	-6.638896687	-6.783906411	-6.427899839	-6.28871104	-5.681424057	-6.620499097	-7.244994049	-7.875405807	-6.319454246	-6.938982874	-7.253176979	-7.936486755	-6.007681128
Proteobacteria	S6C78-Lasker2021	-7.912815423	-10.11166902	-10.42315838	-8.951794156	-7.410771807	-9.959063563	-7.515394584	-10.33229335	-9.814066772	-9.585439431	-7.451977875	-8.068559404	-10.81578064	-7.173727316	-8.170011012	-10.04219354	-10.43057566	-9.506737376	-10.17790827	-11.5259256	-8.528144792	-7.338086497	-10.23992173	-10.99501677	-10.4024768	-8.414900311	-6.427161054	-10.39340479	-9.400007199	-8.233640571	-10.63415568	-11.06127784	-10.60302893	-8.540118633	-9.908084241	-10.89474825	-8.988780234	-8.198542389	-10.33887669	-10.33057552	-10.3762275	-8.375033864	-9.917051995	-10.01488908	-3.897200848	-8.55524995	-7.5442807	-9.585378113	-9.439625117	-8.172762918	-9.782686143	-9.685714718	-8.250967431	-2.665981418	-10.43217288	-4.052868567	-1.328835589	-8.080651663	-7.577709703	-1.689551926	-1.287901842	-5.674414943
Bacteroidota	S6C824-Lasker2021	-7.386071764	-8.156909567	-8.143780002	-7.733773773	-7.184017737	-8.119080714	-7.157520347	-8.332027766	-7.481363455	-7.801896067	-6.542588622	-6.989188602	-9.66073551	-7.102889772	-7.580177709	-8.333618379	-8.168350112	-7.625366027	-7.588801888	-8.816074879	-7.611445644	-7.198230181	-8.639323481	-8.042053711	-8.121325794	-7.815492769	-3.166863334	-8.617414712	-8.619551496	-8.504603179	-9.36630546	-7.970709771	-8.362062478	-8.203440712	-8.060349589	-8.067590376	-7.600084194	-8.106885992	-9.066649246	-8.228887751	-8.190783989	-7.908173822	-7.835346977	-8.565658698	-2.656861045	-7.922979778	-6.209848941	-7.805559543	-7.787898139	-7.597302687	-7.869845555	-8.531117233	-8.012315844	-3.245151348	-7.782917863	-2.297399651	-1.769270976	-7.422994127	-7.514818603	-2.162391148	-1.569354346	-6.111535263
Proteobacteria	S70C145-Lasker2021	-6.791353018	-6.971219018	-5.404354333	-7.423867687	-5.439314732	-6.491180249	-7.562071822	-6.949198237	-6.868895112	-7.146820282	-5.030507801	-6.995512316	-5.655099373	-6.501897381	-6.736659075	-5.33662411	-5.517661769	-5.024944991	-5.776429138	-5.811825986	-5.413725861	-5.217307035	-5.287653627	-5.555370659	-5.406079987	-5.553879621	-3.563262085	-5.167390794	-6.426180109	-6.284707922	-5.69937779	-5.418474323	-5.249910895	-5.183049366	-5.250680629	-5.544483413	-5.278668673	-5.644425282	-5.481296179	-5.525442484	-5.443605948	-5.693929475	-5.635308766	-5.651566756	-2.963013247	-5.243029993	-5.174271936	-5.827208052	-5.736029744	-5.399192401	-5.312534756	-5.46699939	-5.677556404	-3.643424484	-5.594376482	-3.218189485	-2.687262016	-5.834609664	-5.868699489	-3.598139666	-2.855182398	-5.492145422
Proteobacteria	S70C156-Lasker2021	-9.47156138	-10.05731248	-7.477257951	-9.704104589	-7.062270629	-9.363883003	-9.136564026	-9.240816074	-9.184366239	-10.07878572	-7.865054742	-9.132552913	-7.504377091	-8.620981832	-9.390559261	-7.044111228	-7.184395339	-6.871976251	-7.178024296	-7.595914122	-6.971223014	-6.783707464	-7.16300123	-7.374896449	-6.806249423	-7.087812521	-4.722971941	-6.895773449	-7.78266199	-7.802028021	-7.302923384	-7.202568719	-6.86924809	-6.845934103	-6.944768702	-6.629234544	-6.924002147	-7.325007685	-7.187499209	-6.976421497	-7.105601888	-7.393489183	-7.070124631	-7.241910422	-4.723064815	-6.972848621	-6.894092442	-7.032231519	-7.272673491	-7.087878195	-6.991385658	-6.955141322	-7.256213161	-4.719903938	-6.698072722	-4.618444602	-4.523854474	-7.129130769	-7.330850361	-4.718730898	-4.40804672	-6.924765435
Bacteroidota	S70C171-Flyer2018	-5.130706043	-5.301799322	-4.32653297	-5.415810519	-3.79440265	-4.936450673	-5.442592831	-5.229116114	-5.026420985	-5.419542959	-4.053592445	-5.226213789	-4.919145859	-4.986602436	-5.193433777	-3.861144119	-3.975501129	-4.216293745	-3.846033506	-5.066806725	-3.501789352	-3.655105625	-4.440441056	-4.057066061	-4.121211631	-4.764597429	-2.328240897	-4.364894315	-4.76243073	-4.712811412	-4.460644997	-3.69740933	-3.980091001	-3.616511873	-4.371515827	-1.906204316	-3.67190494	-4.366664479	-4.415408956	-3.675242659	-4.365190835	-4.731900076	-3.590031141	-4.405154023	-1.939808505	-3.796552464	-4.273466802	-3.016319116	-3.994580769	-3.366004442	-4.354508437	-3.362701999	-3.855932128	-1.951257665	-1.86292946	-1.613415307	-0.876854655	-2.868699403	-3.412003549	-1.018615856	-0.637344138	-3.222084994
Thermoplasmatota	S70C92-Lasker2021	-4.198102563	-4.437675168	-2.940062419	-4.775831587	-3.2352913	-3.92940846	-4.904850915	-4.265869453	-4.227865761	-4.622844205	-1.966406678	-3.807950689	-3.29931752	-3.879478326	-4.069474619	-3.438559961	-3.02382303	-3.420907527	-3.132035252	-3.487604945	-3.657325982	-3.363242826	-3.688823896	-2.977432716	-3.919084731	-3.394497725	0.897153172	-3.783507854	-3.633905667	-3.462942975	-3.165320674	-3.306574265	-3.521527688	-3.30583663	-3.241779933	-3.402527215	-3.398338043	-3.104418513	-3.36094669	-3.461392867	-3.327367487	-3.507241464	-3.416514076	-3.447564692	-0.16437571	-3.745947961	-2.705177566	-3.597899947	-2.78118628	-2.503650532	-3.148416965	-3.208225788	-3.214766903	-0.881292428	-2.437096108	0.582952109	-0.838274921	-3.033019045	-3.025999664	-0.914647954	-0.683944454	-3.451340086
None	S71C144-Lasker2021	-9.27148854	-9.845750012	-5.278510033	-9.838965407	-6.985151143	-8.983723101	-8.772708022	-8.810546649	-9.345510249	-10.17063524	-5.808357466	-8.789440331	-6.170080339	-7.457317227	-9.268241026	-6.591876861	-5.189921004	-7.351211548	-6.685294681	-6.717806467	-7.102970483	-6.773273688	-6.96100786	-5.581083409	-7.416835094	-6.79718065	-5.164855804	-7.676300414	-6.881767798	-6.759820305	-5.778730281	-6.138818391	-6.418144507	-6.868507835	-6.646155153	-4.705270616	-7.052742404	-6.049373784	-5.793433828	-7.054081144	-5.796921379	-6.984375558	-6.492927802	-5.966843196	-5.516786858	-7.829919577	-5.416378776	-5.45344502	-5.275412458	-4.727339741	-5.622292206	-5.321981159	-5.221183748	-4.980760328	-2.903463897	-5.195753919	-4.286652311	-3.70008391	-4.320132231	-4.508151557	-4.488609141	-6.315365779
Proteobacteria	S71C145-Lasker2021	-6.946700078	-7.123234973	-5.559552399	-7.700988554	-5.641434858	-6.603086894	-7.52870534	-6.981362929	-6.998959733	-7.363149665	-5.11371192	-7.10761416	-5.78341238	-6.745111822	-6.80384221	-5.520897077	-5.646816566	-5.18665108	-5.880186713	-5.934433764	-5.562528698	-5.431010162	-5.479576208	-5.617533313	-5.513190958	-5.655866149	-3.638188507	-5.385706342	-6.615726243	-6.542768474	-5.700586388	-5.573287802	-5.319929025	-5.298139982	-5.343403021	-5.652649457	-5.459987339	-5.817900627	-5.641901372	-5.546501072	-5.616755873	-5.831497944	-5.805554503	-5.762521525	-3.096815705	-5.353262436	-5.244498155	-6.065855132	-5.82178861	-5.491259604	-5.48475724	-5.564888674	-5.817710924	-3.788496142	-5.628869529	-3.329845152	-2.830686809	-6.003890106	-5.913215706	-3.766799959	-2.974890755	-5.741736274
Proteobacteria	S71C156-Lasker2021	-9.961687527	-10.86850062	-7.964118838	-10.39690282	-7.402695415	-10.2490499	-9.012221092	-9.791751689	-10.48321873	-10.36609244	-8.420984643	-9.563194567	-8.090731431	-8.711854551	-9.896365971	-7.689509218	-7.749023885	-7.311800096	-7.905534684	-8.143105994	-7.720570486	-7.419322294	-7.540521444	-7.772514465	-7.547780548	-7.544585644	-5.181916495	-7.484172494	-8.291889176	-8.409505027	-7.852136968	-7.562945814	-7.678145297	-7.353926138	-7.397268468	-7.077085435	-7.512828397	-7.938687798	-7.751667142	-7.664611821	-7.96295024	-7.790325976	-7.655492213	-7.85630462	-5.114872158	-7.500948787	-7.44071176	-7.887858795	-8.265604856	-7.601091477	-7.645522428	-7.532381379	-8.141497872	-5.066504574	-7.181588623	-4.994838843	-4.701670293	-7.795148835	-8.008425594	-5.02356395	-4.679084577	-7.568231031
Proteobacteria	S71C1588-Lasker2021	-8.120306372	-8.431819121	-7.072106356	-8.787774322	-7.114685234	-8.022395735	-8.75566157	-8.262403775	-8.05769382	-8.295343877	-6.403665248	-8.452658014	-7.416023509	-7.728642472	-8.152541814	-7.242346921	-7.233829661	-6.720308711	-7.62075686	-7.620310585	-7.250078193	-7.054544686	-6.999985487	-7.333111056	-7.167569428	-7.221828693	-4.828408992	-6.964955289	-8.574085235	-8.525100774	-7.302615963	-7.246445704	-6.935632503	-6.994497201	-7.073774952	-7.308998885	-7.165044334	-7.431494762	-7.221842383	-7.291027589	-7.220829419	-7.552545913	-7.303105342	-7.30988515	-3.767698834	-6.839469351	-6.601825979	-7.537875267	-7.42630672	-7.260665817	-6.922378479	-7.524300557	-7.443028594	-3.962246504	-7.234149005	-3.952131244	-2.853481414	-7.480135081	-7.550171057	-3.836865302	-3.019187591	-6.985334472
None	S71C31-Lasker2021	-9.041234509	-9.487352109	-5.392240649	-9.293682634	-6.642483476	-8.576184036	-8.961777916	-8.701822048	-8.791669512	-9.206185416	-6.706606734	-9.056268661	-6.29751846	-8.230785418	-9.147901303	-6.707231312	-5.349578325	-6.902924765	-6.655579511	-6.932220292	-6.867595872	-6.523873559	-6.703869738	-5.637945438	-7.247200721	-6.857887125	-5.810715326	-7.430305198	-6.630067483	-6.633803031	-6.049180316	-5.949015896	-6.309816598	-6.602808061	-6.50684821	-5.387434173	-6.900330114	-6.321404812	-5.884405475	-7.004541658	-5.901849572	-7.308636211	-6.540417535	-6.118740756	-6.446550055	-7.527240558	-5.683529655	-5.914279827	-5.632205625	-5.091363118	-5.747368285	-5.565367613	-5.689901404	-6.056206865	-4.256505579	-6.569612367	-5.808211291	-4.893502737	-5.103158462	-5.753650259	-6.012227289	-6.500141681
Proteobacteria	S72C195-Lasker2021	-2.446465498	-2.397001371	-7.796279955	-2.514233455	-7.210698912	-2.532679609	-2.473380164	-2.54000848	-2.68732666	-2.438367234	-3.729080475	-2.755202329	-7.06159777	-2.721180867	-2.57931132	-6.540136251	-7.516709594	-7.357593994	-7.692831231	-6.743975904	-7.654801673	-7.550330969	-7.878713095	-7.786065056	-7.325073104	-7.425005446	-6.840656507	-7.226532225	-7.725054207	-7.411482655	-7.767837242	-7.756029646	-7.88333593	-7.827665052	-7.997829412	-7.539668649	-7.662124034	-7.991618098	-7.969303977	-7.612159988	-7.982811991	-7.2759431	-7.815232217	-7.56250343	-7.007343818	-7.740280993	-7.841343605	-7.955134504	-7.660687836	-7.958497598	-8.18974177	-7.959099361	-7.926908372	-8.131361803	-8.317361257	-7.981114	-8.486496784	-8.045456471	-7.648005891	-8.410832836	-8.637075134	-8.260317345
Proteobacteria	S72C275-Lasker2021	-2.627102603	-2.567654099	-7.390232477	-3.150109706	-6.860652442	-2.519125108	-3.046134323	-2.722112194	-2.841975037	-2.861515049	-2.523907167	-2.726500093	-6.729718556	-1.79139285	-2.594245053	-5.714730941	-7.044108524	-7.154010868	-7.21482847	-6.594821409	-6.914076315	-7.171285295	-7.390799407	-7.411909374	-7.071824869	-6.993203043	-3.519935311	-6.967634485	-7.462864263	-7.314047179	-7.299781939	-7.15582574	-7.322696267	-7.035113956	-7.13280978	-7.104619234	-7.037378547	-7.074593051	-7.400865911	-7.301417526	-7.358749223	-6.610856486	-7.199601342	-7.127198747	-2.793614282	-6.971886161	-6.200376007	-7.394287622	-7.4537833	-7.742632282	-7.626618439	-7.609080267	-7.125789033	-3.511237161	-7.890122674	-4.34677525	-5.50763087	-7.301397069	-7.577523295	-5.448435853	-5.526843126	-7.084425634
Proteobacteria	S72C284-Lasker2021	-3.626075148	-3.752854294	-6.046869187	-4.292699701	-5.733011707	-3.261487101	-3.478161226	-3.574625447	-3.341931961	-3.847775917	-3.426808433	-3.639222123	-5.518706889	-2.992325663	-3.450858546	-5.512164662	-5.876660665	-6.291986729	-6.011435649	-5.32344873	-5.818656501	-5.946309401	-6.395907817	-5.923909493	-5.233318645	-5.517424973	-5.726408125	-6.164553971	-6.075740469	-5.896800285	-5.710385426	-5.963660838	-5.894793839	-5.729613645	-6.30734754	-5.689925872	-5.890209636	-5.65226603	-5.95569015	-5.598290128	-6.062504584	-5.136682478	-6.188790655	-6.087500098	-5.828742818	-5.76252477	-6.135247485	-6.427085486	-6.014291675	-6.630440259	-6.580834657	-6.88399598	-5.910169283	-7.067078614	-6.185728945	-6.751548001	-7.759984994	-6.270711469	-6.923344664	-7.894583181	-7.743583053	-6.04613592
Proteobacteria	S72C297-Lasker2021	-7.463157907	-7.498305872	-9.277365181	-7.297439513	-8.580178147	-7.879857708	-6.597237976	-7.160626733	-7.989925463	-7.134295417	-6.687202601	-7.535175395	-9.233632131	-6.741120621	-8.074722	-8.829489661	-8.743318308	-7.987770696	-8.297819658	-9.126741227	-7.32842908	-8.032078807	-8.734932	-8.620032942	-8.466354936	-8.383341244	-3.590046324	-8.532472021	-8.256112289	-9.610587517	-9.146578033	-8.729372755	-8.570918968	-8.486360735	-8.507061441	-8.384006252	-7.615316444	-8.837149795	-8.924073225	-8.95275868	-8.925802537	-9.268437285	-8.389305381	-9.143911638	-4.003428185	-8.619697235	-7.317193018	-8.735143066	-8.94672612	-8.889287549	-8.387123371	-8.372199264	-7.444601453	-3.348341067	-9.069345885	-3.42321682	-3.535204693	-8.60204414	-8.602017036	-2.681140317	-3.231843518	-6.676320991
Thermoplasmatota	S72C644-Lasker2021	-3.508134606	-3.767443123	-6.166688551	-3.783199189	-6.642048147	-3.661696131	-3.514862283	-3.817065297	-3.726935569	-3.861045283	-4.072228261	-3.630631188	-5.856472362	-3.804928219	-3.712255559	-6.702130367	-6.101292985	-7.068292291	-6.995316807	-5.685992047	-7.370466999	-6.876848357	-7.204410692	-6.334102135	-7.360701536	-6.113361212	-5.898025426	-7.182943591	-6.269424222	-5.879195494	-6.109375356	-6.668446689	-6.918689844	-6.655114054	-6.821234706	-7.119311387	-6.640323262	-6.021442881	-6.232779197	-6.763867252	-6.260235317	-5.661597218	-6.935996844	-6.257725538	-5.796027904	-6.854391115	-6.442757659	-6.981254144	-6.196311899	-6.537101792	-6.771609868	-6.925899698	-6.202173233	-6.71860807	-6.919501901	-7.10895531	-9.017396598	-6.469448478	-6.642009277	-8.120696681	-8.706004159	-7.261147047
