		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Planctomycetota	S65C152-Lasker2021	-3.611233203	-4.629794491	-5.801598588	-3.946801476	-6.424306381	-7.880493698	-3.420165392	-3.595103542	-4.054820222	-4.470712679	-3.30251532	-4.234800791	-4.133251142	-3.244785321	-5.412899381	-4.959382736	-5.494051828	-3.239985244	-3.309778554	-3.441298823	-4.554540572	-4.005942937	-3.636851186	-2.659892651	-5.585143619	-5.79648774	-3.76109133	-3.781324359	-6.535138071	-3.660502787	-3.515562047	-3.800538788	-3.942569691	-4.12022265	-4.248579406	-4.48329146	-4.059308612	-3.673693231	-3.402416795	-5.174157091	-2.929652141	-5.267616304	-5.275210674	-3.755704577	-3.512694857	-3.961480302	-3.418081713	-6.075480618	-3.443292029	-5.084904849	-6.368124263	-7.841896894	-3.159542271	-3.67528563	-4.438511318	-3.84265661	-4.524229851	-5.232198782	-2.540598771	-3.640616858	-2.500201124	-3.832698879	-2.776968315	-3.388599736	-4.180800959	-4.204250928	-4.781270217	-2.927904462	-6.162402298	-4.467499908	-6.141523636	-3.607756678	-4.413447211	-4.712877899	-4.416996205	-3.84155238	-4.890500839	-5.046587089	-5.646312603	-4.791712558	-4.617125365
Proteobacteria	S65C156-Lasker2021	-5.410096884	-4.905570352	-6.432163977	-5.081774754	-5.622867843	-5.950989006	-4.171482735	-4.380438297	-4.28896458	-4.537493313	-5.789012149	-4.423582565	-4.406497786	-4.51814473	-3.957927111	-4.091451092	-3.833469807	-5.497475311	-7.180902614	-5.247679653	-4.080192576	-4.188912462	-5.463833654	-4.793045054	-4.471378902	-4.18067556	-5.766044645	-4.282168847	-4.573531025	-4.622624429	-5.923551875	-6.156563508	-6.93503833	-4.643988148	-4.543308964	-9.707896263	-4.683391221	-8.500168291	-6.298682012	-5.448085696	-8.682290619	-5.649676578	-5.687296429	-4.461193226	-4.331397477	-4.552688273	-7.62871692	-7.689897993	-10.26091063	-13.03144519	-8.276031349	-9.553097702	-7.978980627	-4.340397209	-4.477871237	-4.274132116	-4.376518791	-4.716319424	-4.783204028	-10.23852682	-4.236622137	-4.655943195	-8.354805501	-4.79078201	-4.893693359	-4.301008944	-4.950505948	-6.494480678	-10.79831062	-4.074596054	-4.411279642	-4.797159849	-4.342743923	-4.320206079	-4.410005375	-6.301541878	-5.632442396	-5.607435124	-11.05397893	-5.35559025	-5.085502493
Proteobacteria	S65C435-Lasker2021	-2.195702577	-2.049216003	-3.301324581	-1.820089125	-2.832080229	-3.757515361	-1.340670572	-1.132446098	-1.884904558	-1.756697849	-1.563843798	-1.778386699	-2.027699616	-2.199491726	-1.543683688	-2.048070472	-1.841301176	-2.969233235	-3.808249288	-2.47190248	-1.602143377	-1.500405357	-2.665030928	-2.173630286	-2.315053694	-2.357617717	-2.39266188	-1.643454414	-2.506525817	-1.983376367	-3.134526703	-3.529250846	-3.947793147	-2.586997703	-2.186239169	-5.371413617	-2.156278172	-4.053222753	-2.962717953	-2.659582789	-3.590096258	-2.747715193	-2.708270435	-2.044071533	-1.603154837	-2.136967685	-3.439985976	-4.048359586	-4.883999123	-5.698280498	-4.892933675	-4.184739227	-4.18376572	-2.165051275	-3.195696234	-2.154585642	-2.496352565	-2.679875205	-1.873030344	-4.523316043	-1.726767714	-2.187053693	-3.079139122	-1.534954888	-1.8652345	-1.71805901	-2.340862983	-2.847903978	-5.716748633	-1.847673522	-2.62736055	-1.909388395	-1.663801225	-1.609610672	-1.587060167	-1.426896042	-1.704010819	-1.983716968	-6.088444632	-2.121981252	-2.07721681
Proteobacteria	S66C123-Lasker2021	-6.191311484	-4.462350575	-4.244627133	-6.04126111	-4.159084512	-3.995874072	-4.818412418	-5.55160703	-4.33432041	-5.89323826	-7.331352994	-6.175244607	-5.137974021	-4.62280273	-2.879268312	-3.672237424	-3.030666551	-4.971495026	-5.879326928	-4.729344974	-3.319907529	-3.232006633	-5.209233713	-4.009666706	-4.604507705	-4.797272297	-7.0387133	-5.60582502	-5.507947808	-5.114830988	-5.461320531	-5.345632899	-5.956276415	-5.198635303	-5.289993506	-9.557879602	-7.146135445	-7.320701299	-6.385376135	-6.045864642	-7.801620356	-5.618858775	-5.354369122	-2.295732416	-1.947248197	-2.182068278	-8.729199802	-8.961465762	-9.449920212	-11.85046719	-7.537375043	-6.437002368	-7.499842767	-5.167338579	-5.309527445	-5.040924129	-5.053889196	-3.517727344	-2.371779974	-8.131388081	-3.392058737	-2.59710152	-5.838192813	-4.244305382	-4.454786765	-6.084011947	-7.521101012	-5.335579746	-8.814699026	-5.845608378	-5.904055059	-5.087945102	-3.469825405	-4.59771574	-4.812352794	-2.698547629	-2.825170358	-2.804908778	-9.417032124	-3.337847554	-3.126840684
Proteobacteria	S66C156-Lasker2021	-5.509445468	-5.108354678	-6.583072769	-5.301319348	-5.696492005	-5.969668535	-4.429486864	-4.697784283	-4.447787791	-4.611982034	-5.96801243	-4.36864047	-4.289680698	-4.399260773	-3.987101949	-4.10014642	-3.82990321	-5.303205996	-7.099483137	-5.133400836	-4.072067	-4.107048719	-5.427983098	-4.731487208	-4.326794105	-4.028441267	-5.754172661	-4.087051144	-4.358686038	-4.490566332	-5.831688031	-6.022603573	-6.699529892	-4.519295196	-4.390305692	-9.427054884	-4.606488354	-8.734391389	-6.340142694	-5.464612239	-8.587055512	-5.58967991	-5.648498527	-4.566742095	-4.409119515	-4.69699111	-7.766651943	-7.921919954	-10.38214497	-13.37039207	-8.771598398	-9.159801832	-7.883182934	-4.349725499	-4.58769615	-4.299265557	-4.497964763	-4.678924482	-4.868185116	-10.20988669	-4.98643901	-3.918084389	-8.281652128	-4.719407204	-4.777956706	-4.203161043	-4.916387274	-6.329197234	-11.05088956	-3.948665206	-4.238847858	-5.079409172	-4.576594488	-4.565175157	-4.61631051	-6.15541622	-5.50775675	-5.476180716	-10.87852402	-5.320060096	-5.120722379
Proteobacteria	S66C173-Flyer2018	-2.695689224	-2.796504912	-3.548118081	-2.657975134	-3.133150731	-4.253705542	-1.465585733	-1.467517037	-1.16938157	-1.925197419	-2.160275035	-0.798077609	-2.473877088	-2.201365129	-0.828513396	-1.4287895	-1.020818342	-2.732356813	-4.482808493	-2.390789607	-1.097148048	-0.991742342	-2.830549568	-3.263216215	-3.000356248	-3.040186774	-3.86032607	-2.948986159	-3.136934129	-1.570631271	-3.032733971	-3.203410014	-4.121720918	-1.828865122	-1.341292961	-4.743049417	-2.558269256	-4.634613209	-4.109041556	-3.923433407	-4.331759238	-3.899826387	-3.444490207	-3.087307116	-2.507372762	-3.02330423	-3.126809172	-3.420601296	-5.202300982	-6.694835493	-4.532548732	-4.787485783	-3.793911846	-1.430110789	-1.336542066	-1.319356978	-1.685062937	-3.546184218	-2.540294323	-5.248513431	-3.029858795	-3.018826688	-4.627564681	-2.87493581	-3.104145199	-2.323609352	-1.846145662	-2.695605	-5.561676482	-2.010440385	-2.463054231	-2.382485908	-1.654367702	-1.766501859	-1.865719443	-2.600058262	-3.038848231	-3.113432883	-5.627169383	-2.990342206	-2.582959386
None	S66C600-Flyer2018	-6.749545079	-6.264154604	-6.290971458	-6.798042409	-5.730633735	-7.573497626	-5.378124394	-4.935741666	-5.598108377	-5.153393033	-5.32849517	-4.810262091	-7.834056651	-8.800809474	-7.039008469	-8.189325007	-7.720037566	-8.778832279	-9.065044942	-8.037218192	-7.602235748	-7.298297736	-8.216370857	-8.576682136	-7.477226245	-8.012438559	-8.565165375	-8.576035487	-8.134709989	-6.923146316	-7.768922705	-7.988322013	-8.066597624	-7.408862447	-7.19803646	-8.846357268	-8.224562757	-8.278998085	-9.159096364	-7.536408552	-8.099894247	-7.419672248	-7.925725255	-7.380077514	-8.339367099	-7.39489758	-8.457265471	-7.974880877	-9.163145728	-8.575956846	-7.946060493	-7.884396248	-8.639647194	-8.228150146	-7.889906365	-8.734091659	-8.225428016	-6.887407506	-7.921012053	-8.323792032	-8.016493664	-7.80673214	-9.07203044	-8.106043935	-7.625290095	-7.520674169	-6.683178355	-7.414071253	-8.871700985	-7.855180962	-7.318742657	-6.320582024	-5.479402408	-5.427818492	-5.939226353	-8.284591193	-8.510626599	-8.705287519	-8.479700509	-7.982875578	-8.085432593
Bacteroidota	S67C1385-Lasker2021	-1.065429166	-4.870597738	-5.50146772	-1.60482148	-7.092129782	-9.047928368	-5.233442402	-3.308960419	-7.501713992	-3.846656796	-0.634858837	-6.548380812	-2.094568654	-1.40501392	-5.164141781	-3.366441409	-5.461249487	-1.598068287	-2.049758312	-1.983381599	-4.251537816	-4.279432646	-2.089213322	-2.543120116	-5.522520229	-5.717895963	-1.668332386	-2.096625129	-4.326153008	-2.468023681	-1.531508539	-1.408340886	-1.743965109	-3.051880598	-3.589379446	-1.701467344	-1.964583662	-2.601141396	-2.13124856	-5.53976912	-2.324433388	-7.430079425	-7.863063229	-6.602816317	-5.995543655	-6.71412977	-2.740669663	-6.652466293	-2.495121108	-2.749477519	-3.682282939	-8.768234093	-1.072014358	-3.489800916	-7.336579499	-4.480971243	-6.526169424	-6.5779989	-3.036043961	-2.432952069	-2.834286082	-6.399662827	-1.427987231	-6.128784593	-7.159188743	-4.900549137	-7.112117361	-0.602371555	-1.48125307	-3.526236626	-6.233343566	-1.60662068	-8.353023088	-6.032389672	-4.29749521	-3.338323799	-5.819472961	-5.915924404	-2.08219099	-4.467731811	-4.488208821
Proteobacteria	S68C156-Lasker2021	-5.541522717	-5.119084157	-6.59418297	-5.338653583	-5.720277472	-5.986410381	-4.40062027	-4.693972985	-4.459492818	-4.646832012	-5.938240304	-4.365315448	-4.364153475	-4.455344445	-4.005808219	-4.132885972	-3.909211362	-5.395149023	-7.104286963	-5.14779583	-4.090483147	-4.114308176	-5.426367284	-4.723838413	-4.359959123	-4.038517785	-5.792799804	-4.121565411	-4.379065503	-4.536212288	-5.805372308	-6.030436587	-6.739897656	-4.558734076	-4.42917837	-9.124417662	-4.623714168	-8.514353178	-6.340868446	-5.544664552	-8.710810708	-5.67968769	-5.685927213	-4.59825942	-4.440736501	-4.732155167	-7.854660643	-7.823416034	-10.61765561	-12.00589799	-8.47676465	-9.757244225	-8.044413419	-4.362877868	-4.620858608	-4.353140486	-4.543698676	-4.714320206	-4.903249995	-10.19134484	-5.053926178	-4.608369699	-8.13381498	-3.933185918	-4.765721406	-4.272284588	-4.977217641	-6.304418316	-10.56021648	-3.976550433	-4.29266012	-5.080310119	-4.574596365	-4.543580383	-4.648256722	-6.091156183	-5.504392663	-5.532814122	-10.64460559	-5.273157078	-5.116856847
Proteobacteria	S69C156-Lasker2021	-5.531890442	-5.073738574	-6.551761127	-5.354980632	-5.745455456	-5.93865178	-4.44520919	-4.755233539	-4.472327255	-4.679311682	-5.936653762	-4.344829506	-4.308017056	-4.360405544	-3.983796221	-4.093562988	-3.870429916	-5.324910962	-7.060325508	-5.164039827	-4.051874154	-4.081817988	-5.434106391	-4.703318991	-4.27344032	-4.004246963	-5.759603583	-4.067101974	-4.269924058	-4.452586533	-5.825870451	-5.933048103	-6.767253523	-4.471708308	-4.358621563	-9.309238646	-4.611341992	-8.630574454	-6.366733289	-5.467770067	-8.64873428	-5.584648938	-5.634525254	-4.565334085	-4.411964164	-4.674457297	-7.946525614	-7.950298162	-9.989225544	-11.59686995	-8.479327868	-9.783279123	-7.877089151	-4.302449389	-4.554603886	-4.260044994	-4.4643786	-4.667728589	-4.87603467	-10.06253377	-5.027335525	-4.587281841	-8.169896713	-4.673694239	-4.022298748	-4.186119909	-4.918886357	-6.258576496	-11.41760165	-3.914803317	-4.218673581	-5.113497101	-4.607072394	-4.592782926	-4.662151521	-6.082322863	-5.466037753	-5.458987418	-10.41723982	-5.325167219	-5.107705933
Bacteroidota	S69C266-Flyer2018	-6.071864345	-5.589134348	-6.248312049	-6.110167771	-5.443057284	-4.953457972	-4.563665736	-4.899294029	-4.114336088	-4.52991931	-6.221470692	-4.398981398	-4.098040343	-4.428708766	-2.107814259	-2.770541683	-2.119502651	-6.236849055	-7.995103259	-4.064852733	-2.358405133	-2.224626947	-4.798289995	-5.923587306	-5.111752077	-5.239920165	-7.78337618	-6.196770734	-5.979095994	-3.889442231	-6.16187913	-6.266176852	-7.664379528	-4.312796287	-3.873925952	-10.36385536	-5.635388162	-6.823174362	-5.696653794	-5.896913928	-6.836035728	-5.48575334	-5.207158701	-4.975083138	-4.562104758	-4.752253217	-6.006243013	-5.915865767	-8.367961662	-10.77398704	-6.329320485	-6.219423373	-6.257534389	-2.358974286	-2.482329761	-2.597826452	-3.055086369	-4.942675056	-5.209143247	-8.605111925	-5.328241315	-4.808002906	-8.485374033	-5.20174798	-5.275408256	-4.549546377	-4.900767851	-6.438355144	-10.45302386	-5.057469639	-4.730878771	-5.001344488	-3.706433875	-3.874847604	-4.27670096	-7.253922862	-7.061293013	-6.882727308	-11.44761087	-6.229460248	-5.734092693
None	S69C31-Lasker2021	-7.037966247	-7.147647688	-8.090796225	-6.796416787	-7.760100322	-8.870980736	-6.043544972	-6.391379645	-4.856556203	-6.284566829	-7.475433834	-4.740480188	-7.671545699	-8.403600925	-7.201501568	-7.415080935	-7.909181984	-7.35791487	-7.297825459	-7.099842449	-7.308142103	-6.983957072	-7.315632544	-5.636836164	-6.077035943	-6.06433408	-6.89959318	-6.252723862	-4.653265861	-5.314836459	-7.446123406	-7.625918713	-7.196837665	-5.22743942	-4.774052614	-8.636130343	-7.387197552	-7.405254051	-5.127629132	-1.955972579	-6.833742933	-2.270956967	-2.314088191	-4.301982942	-4.310567963	-4.531799657	-4.91364857	-4.377938443	-7.460587453	-6.989417823	-3.125352058	-3.337978471	-7.524147662	-4.579683742	-4.027271749	-4.756430613	-4.342775153	-2.873217322	-3.665605174	-8.284561594	-4.665995715	-3.106164942	-7.70615127	-3.085604488	-2.786690162	-4.093848046	-2.201945766	-8.414584935	-8.753270398	-4.537915544	-3.694545033	-6.90332431	-6.45087976	-6.685080237	-6.984832822	-6.616989117	-6.755681268	-6.762703007	-8.673387107	-5.566955452	-5.733385698
Bacteroidota	S69C438-Lasker2021	-2.866549907	-0.612974449	-0.324139023	-3.133137422	-0.176613915	-1.361668283	-0.840999647	-1.812739187	-0.079740419	-1.122404857	-4.029183198	-0.268580081	-2.834365016	-2.412906884	-2.270138803	-2.952212756	-2.34319335	-3.427526224	-5.656158133	-3.130634869	-1.790672294	-0.988713852	-3.257980337	-2.14699584	-1.682077581	-1.880244441	-4.679937268	-2.581792762	-2.223456856	-1.916685202	-4.199471172	-4.186007388	-5.250554206	-2.163562894	-1.698416345	-8.232707723	-5.619081327	-8.301259972	-6.043231933	-4.618903254	-8.788229969	-4.724161514	-4.584155842	-1.799091497	-1.573750111	-1.760221088	-7.465879677	-7.248073934	-7.691203233	-12.4706944	-8.435790501	-7.591626217	-6.28350501	-3.368404291	-2.851616605	-3.547631555	-3.874430444	-1.765524626	-2.316491186	-9.058269969	-2.784761697	-1.464069364	-7.272605694	-1.773691398	-1.6238804	-1.653691669	-1.485269436	-4.681700212	-8.588758046	-2.888637245	-2.034783935	-2.562782604	-0.279373311	-1.427732416	-1.75181113	-0.351629123	0.696918859	0.995652445	-7.918011146	0.004935203	-0.034534965
Proteobacteria	S69C667-Flyer2018	-1.992364206	-1.553492215	-2.224194879	-1.924623421	-1.675461851	-1.736593951	-0.803714671	-0.954446879	-0.624630954	-0.748824553	-1.836923495	-0.354788808	-0.910512903	-0.970501776	0.211750578	-0.408623715	-0.00391937	-2.111410581	-3.217782498	-1.449048104	-0.107227445	0.107326962	-1.695752945	-1.410500742	-0.558680798	-0.516833299	-2.343396869	-0.632333022	-0.650420791	-0.6767918	-2.251136076	-2.53451797	-3.197186963	-1.019536981	-0.557476027	-6.078631311	-1.296242524	-3.478112465	-2.392417299	-1.291473898	-3.077982501	-1.308924881	-1.219326163	-0.556293008	-0.219224328	-0.620898148	-1.543034954	-1.3667469	-3.956045324	-5.451581513	-2.728411069	-1.726883431	-3.42872375	-0.582869214	-0.422932121	-0.468550764	-0.505498172	-0.841505804	-0.891804138	-4.210454581	-1.042805198	-0.622951322	-2.978601428	-0.281938862	-0.46744658	0.011054573	-1.0112365	-2.174105857	-6.751478204	-0.522871719	-0.65169039	-1.865640885	-0.897520694	-1.132476541	-1.315782065	-2.580356558	-2.586829734	-2.607633545	-6.713398932	-2.389249138	-1.938316487
Bacteroidota	S6C105-Lasker2021	-6.083570362	-3.236721134	-2.98936302	-6.461827473	-1.288110492	0.409677956	-6.632341758	-7.179052453	-6.054256711	-6.714373529	-7.239392806	-6.083263833	-2.859041983	-3.726480392	-0.737195413	-1.496976295	-0.866938914	-5.857080623	-7.730624432	-2.771655542	-1.130438613	-0.860400592	-3.828323653	-4.246172631	-1.531523016	-1.400866416	-5.597671291	-2.420367925	-1.01175284	-3.380876624	-5.267189989	-5.407972759	-6.296508739	-2.664556596	-3.375493641	-8.18529002	-1.888325497	-8.362282058	-5.920281537	-3.478429017	-8.311305144	-4.053808426	-3.787534634	-4.979509182	-4.591959434	-4.86855374	-6.172210801	-5.747316581	-8.898170708	-10.10499902	-5.302539206	-4.898009307	-8.081081847	-3.777444649	-3.58190096	-3.81633676	-3.782919972	-4.452687926	-5.520893254	-9.746579364	-5.383016582	-4.352221416	-9.206685957	-3.339473534	-3.264436346	-5.984705561	-6.843972731	-6.469745475	-8.103475695	-1.695171628	-2.043466312	-7.160238484	-5.865334648	-6.911721635	-6.981541764	-6.540089654	-5.746119523	-5.239672944	-9.397710733	-5.556071436	-4.734537916
Bacteroidota	S6C115-Lasker2021	-5.493259955	-3.386459529	-2.982218833	-5.813396022	-2.535309936	-1.097431173	-4.300575983	-5.043307464	-3.42292144	-4.386480056	-6.824584116	-3.612595123	-5.026370333	-4.15543572	-3.051335537	-3.662356245	-2.967962974	-5.03506319	-6.794969866	-4.575981064	-3.05867333	-2.653657262	-5.056446275	-4.303514908	-2.92193239	-2.752493416	-6.771492408	-3.834485927	-3.402616859	-3.111863227	-5.468858269	-5.535696616	-6.579172943	-3.080539659	-2.641624307	-9.583162628	-3.981302293	-9.321907285	-8.815693841	-7.598944777	-9.787746066	-7.946942498	-7.565238371	-4.532618016	-4.330601317	-4.420780686	-9.541333646	-9.334259709	-10.00955365	-11.5226765	-6.243582996	-5.886461279	-9.995287102	-7.262423181	-7.341477048	-7.138481053	-7.10441514	-4.684366652	-4.491139069	-12.72766637	-5.339495404	-4.407093069	-9.016673171	-4.595587348	-4.352131734	-2.916355153	-4.056726806	-5.832527182	-9.123418549	-3.399192912	-2.664952623	-5.997154504	-3.293117241	-4.215322125	-4.374057513	-4.073566587	-4.093325302	-4.077118192	-10.10219584	-4.524991457	-4.366614809
Actinobacteriota	S6C355-Lasker2018	-2.662848597	-7.055431149	-8.155223335	-2.845940606	-10.03050648	-11.53717728	-8.284086794	-6.284334668	-10.60184729	-6.323993927	-2.72716206	-10.07236169	-3.852340427	-2.711640448	-6.962569871	-4.489718577	-6.781432368	-1.214288323	-0.412612992	-2.163071608	-4.975378842	-5.559400716	-1.740660253	-2.64557199	-7.732619955	-8.11293915	-2.7322063	-4.178780988	-5.263989179	-4.035025564	-1.160818489	-0.93606766	-0.54829889	-3.542007094	-4.333973428	-0.662321878	-4.13602724	-0.701651034	-2.42529501	-8.883941848	-0.688850224	-9.806073406	-11.91398858	-6.938540674	-6.431941375	-7.303178922	-2.787310348	-8.191237272	0.19768674	-0.424405906	-8.739840616	-9.885537758	-0.346063303	-3.385798318	-9.660643277	-3.632621321	-7.453567612	-8.259683306	-2.108189875	-0.357148912	-2.640945253	-7.614918629	-1.068734874	-7.767331612	-9.998394674	-6.881681572	-10.05342233	-1.622938937	-0.523481032	-4.584585218	-8.371604778	-3.018116726	-10.770759	-9.136865865	-7.016424551	-4.81445102	-6.60857111	-6.948250868	-0.662476664	-4.299092947	-4.499697412
SAR324	S6C453-Lasker2018	-1.814257374	-4.305248721	-5.553885148	-1.264038425	-6.422557419	-8.721400729	-7.1013981	-5.4819483	-9.123664396	-4.760259723	-2.027556507	-9.785103364	-2.164776788	-1.895137079	-5.132257484	-2.511340021	-4.68626848	-0.946012503	-0.439154567	-1.307765361	-3.818975155	-4.347152199	-0.938827536	-1.717262846	-5.922348718	-6.189189749	-1.68524674	-2.657940608	-3.747529766	-3.061372564	-0.78026934	-0.524566598	-0.45688004	-2.139940387	-3.2442233	-0.197957584	-2.667783819	-0.476636617	-1.634531638	-6.745859839	-0.781395065	-8.130299027	-8.759115082	-5.934771597	-5.308005303	-6.255730451	-2.498660989	-7.357129423	-0.196172924	-0.613692028	-6.703815995	-10.18377596	-0.935818868	-3.300347357	-8.669110866	-3.58889878	-6.730713218	-6.918444809	-2.008509147	-0.317579237	-2.112954388	-6.703945588	-1.186483632	-6.518440217	-8.094050588	-5.276495211	-8.586131886	-1.297177864	-0.260853011	-3.15789195	-6.067570773	-2.148339666	-10.40812884	-7.48282329	-5.446829742	-2.513456247	-4.500073055	-4.681493934	-0.002652414	-2.783311462	-3.158917213
Actinobacteriota	S6C755-Lasker2018	-4.60418697	-7.585168884	-7.607226212	-4.810231093	-10.56926263	-20.72326584	-9.289256423	-8.432469442	-11.67782812	-8.197066134	-5.063468779	-12.35890183	-5.813427054	-4.90829827	-8.896351649	-6.270873258	-8.507544144	-3.800497284	-3.065692227	-4.19850087	-6.80511882	-6.799695091	-3.793255077	-4.79079423	-9.088274521	-8.960622584	-4.425410324	-5.526976099	-6.174174323	-5.841054523	-3.68568253	-3.652483997	-3.44306292	-5.515442167	-6.254114864	-3.010452263	-5.593247187	-3.270007527	-4.278244083	-9.124613328	-3.466900389	-10.5770333	-10.15494452	-8.065691612	-7.609480748	-8.035520165	-5.424200981	-10.35685255	-3.380560955	-3.469661004	-8.400635973	-13.38307141	-3.395914481	-5.977004637	-11.52805047	-6.217264524	-8.888255206	-8.733940555	-4.853000552	-3.291836083	-4.873924589	-8.740008047	-3.762481905	-8.669621089	-9.307839205	-8.728253787	-10.60996231	-4.05119456	-3.00147471	-6.301059578	-9.059116629	-5.434250613	-12.29774665	-11.18641843	-8.905655175	-6.345129796	-8.135679885	-8.05116693	-3.20549527	-6.29996067	-6.446389095
Proteobacteria	S6C78-Lasker2021	-6.027348753	-2.087013811	-2.251690849	-6.081961979	-2.101835996	-1.208106935	-4.222329013	-5.22385474	-2.980693643	-4.644783952	-7.375836837	-3.798663919	-5.844942065	-5.722047978	-2.029689775	-2.514489528	-1.609423608	-7.663535597	-9.89051431	-4.855798635	-2.787584519	-2.987136226	-5.050254216	-5.103682678	-5.815115457	-5.112007988	-8.564356133	-4.285458301	-3.160999423	-4.224987297	-6.727445745	-6.292971829	-8.359541661	-4.275761121	-3.925371451	-9.689827451	-5.576018957	-7.707545976	-6.198769937	-5.938948571	-7.768017984	-5.530668932	-5.606496503	-2.003596004	-2.161497847	-1.484313663	-9.113058955	-9.893104246	-8.041028891	-12.01057029	-9.969865033	-9.922015479	-7.249545833	-4.699218812	-5.569788457	-4.583078612	-4.801350534	-4.043720595	-2.932902349	-9.013620142	-4.219914588	-3.938794588	-6.484556873	-5.428796212	-5.303628646	-3.499724697	-5.43904179	-7.305557919	-7.367522678	-4.139788409	-3.982514732	-3.949090183	-1.567713552	-2.671312361	-2.583058398	-2.146849961	-0.639663854	-0.301441905	-8.804289369	-0.765272916	-0.781330689
